model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
2VJV_A.pdb,125,-0.24,0.77,0.88
3NL9_A.pdb,165,-0.05,0.78,0.85
6MRQ_I.pdb,32,-0.01,0.76,0.71
3L4N_A.pdb,112,1.39,0.86,0.91
4UUR_A.pdb,124,-0.1,0.78,0.94
3KMV_A.pdb,136,-0.33,0.76,0.94
4NN2_A.pdb,124,-1.28,0.72,0.86
6HPB_A.pdb,56,0.86,0.87,0.74
2MDQ_A.pdb,16,0.92,0.87,0.72
4J9Z_B.pdb,97,-0.12,0.79,0.84
5HB6_A.pdb,138,1.9,0.88,0.89
2W5E_A.pdb,162,0.08,0.78,0.93
4R2M_B.pdb,142,0.18,0.79,0.86
3JYB_A.pdb,135,0.1,0.79,0.82
4WFV_A.pdb,153,1.07,0.83,0.9
3BNK_A.pdb,186,-1.97,0.7,0.9
2HSN_A.pdb,160,-2.39,0.67,0.77
1OA8_A.pdb,128,1.01,0.84,0.82
7CFZ_A.pdb,60,0.14,0.8,0.86
5L33_A.pdb,106,1.63,0.88,0.87
5GL6_A.pdb,169,1.71,0.86,0.88
3P51_A.pdb,142,0.01,0.78,0.93
4E2G_A.pdb,109,0.29,0.8,0.83
7M2G_A.pdb,130,-1.6,0.7,0.81
2CDP_A.pdb,138,0.3,0.8,0.95
7OEC_A.pdb,167,0.49,0.8,0.82
4UQZ_B.pdb,24,-1.05,0.64,0.36
3QSZ_A.pdb,175,0.03,0.78,0.9
3CJS_B.pdb,72,2.31,0.94,0.7
3MN2_A.pdb,105,-0.03,0.79,0.84
3O2U_A.pdb,190,1.24,0.83,0.92
8GBQ_B.pdb,93,-0.69,0.75,0.95
2ESB_A.pdb,162,-0.69,0.75,0.82
6ONU_A.pdb,71,-0.11,0.79,0.77
6AAB_A.pdb,21,0.38,0.81,0.54
5WWO_C.pdb,46,0.23,0.81,0.71
6E4O_A.pdb,71,0.15,0.81,0.81
4KTB_A.pdb,155,0.31,0.8,0.88
5YDD_A.pdb,120,0.59,0.82,0.88
6SWT_B.pdb,88,-1.59,0.7,0.77
2VPK_A.pdb,115,-0.33,0.77,0.89
1BVY_F.pdb,152,-1.96,0.68,0.88
2WUJ_A.pdb,50,0.75,0.87,0.81
8OK3_A.pdb,121,-0.27,0.77,0.27
1O6D_A.pdb,147,1.04,0.83,0.9
4O8W_A.pdb,110,0.71,0.83,0.8
1KXG_A.pdb,144,-0.76,0.74,0.92
1HUL_A.pdb,108,-3.12,0.62,0.61
3EYT_A.pdb,149,0.38,0.8,0.85
5D50_E.pdb,74,-0.47,0.77,0.73
4HSU_B.pdb,12,-3.17,0.39,0.44
1I8O_A.pdb,113,-0.41,0.77,0.9
8OMW_A.pdb,107,2.05,0.9,0.94
8A8S_A.pdb,96,-0.71,0.75,0.76
3HEI_B.pdb,132,-0.33,0.76,0.89
6KO8_A.pdb,185,-1.11,0.73,0.81
5ETR_A.pdb,157,-0.47,0.76,0.88
1IO0_A.pdb,166,0.47,0.8,0.87
7ZNX_A.pdb,136,-0.44,0.76,0.94
5BS1_D.pdb,112,0.64,0.82,0.8
6SA5_A.pdb,107,0.22,0.8,0.9
2P09_A.pdb,69,-0.37,0.77,0.91
2AQ6_A.pdb,143,1.18,0.84,0.89
1NF3_C.pdb,123,0.18,0.79,0.77
6CCD_A.pdb,98,0.69,0.83,0.89
3IX3_A.pdb,163,0.94,0.82,0.87
4Z2Z_B.pdb,138,0.2,0.79,0.9
3K3C_A.pdb,152,0.6,0.81,0.88
5YGH_A.pdb,73,0.82,0.85,0.77
2GIA_B.pdb,146,-0.57,0.75,0.88
8HEH_B.pdb,147,-0.48,0.76,0.88
2VVW_A.pdb,150,-0.36,0.76,0.93
2HD3_A.pdb,93,-0.73,0.75,0.77
2QTR_A.pdb,189,-0.18,0.77,0.86
4ZI3_C.pdb,123,0.58,0.81,0.9
1VKC_A.pdb,149,0.49,0.81,0.89
1TIQ_A.pdb,166,0.08,0.79,0.82
6ZPJ_A.pdb,110,2.27,0.91,0.84
6R95_A.pdb,22,-1.75,0.55,0.32
1UCS_A.pdb,64,-0.02,0.79,0.68
3EYE_A.pdb,153,0.42,0.8,0.9
2XRH_A.pdb,100,1.59,0.88,0.81
6P4N_A.pdb,114,0.04,0.79,0.91
5N4B_D.pdb,17,-1.73,0.56,0.59
6TZN_A.pdb,115,-0.86,0.74,0.93
4JF3_A.pdb,90,0.23,0.81,0.82
4EEW_A.pdb,74,-0.15,0.79,0.84
4R1J_A.pdb,174,1.02,0.83,0.9
1YQH_A.pdb,101,0.54,0.82,0.81
4OX0_A.pdb,93,1.05,0.85,0.8
3F14_A.pdb,109,-0.64,0.75,0.84
2WVF_A.pdb,134,-0.37,0.76,0.77
2HHG_A.pdb,128,0.21,0.79,0.91
6B8F_A.pdb,172,0.53,0.8,0.9
8PAQ_A.pdb,159,-0.88,0.74,0.88
4GKF_A.pdb,146,-0.16,0.77,0.9
3FFM_A.pdb,145,-0.2,0.77,0.85
5NVL_B.pdb,69,-0.82,0.74,0.67
7S5C_A.pdb,67,0.63,0.84,0.87
7KCN_A.pdb,114,1.74,0.88,0.89
3A10_A.pdb,113,1.23,0.85,0.87
3FKE_A.pdb,123,1.61,0.87,0.86
7WVR_A.pdb,199,0.27,0.79,0.96
7N23_A.pdb,17,-0.36,0.72,0.69
3GRN_A.pdb,138,0.68,0.82,0.94
4N2P_A.pdb,139,0.16,0.79,0.8
3B73_A.pdb,86,-0.44,0.77,0.82
1F8Y_A.pdb,156,-0.4,0.76,0.9
4N6J_A.pdb,45,1.09,0.92,0.77
4JMF_A.pdb,50,-0.69,0.71,0.73
3FJV_A.pdb,190,0.98,0.82,0.9
4MZC_A.pdb,106,1.37,0.86,0.85
2G3A_A.pdb,132,1.16,0.84,0.84
2I9A_A.pdb,123,0.33,0.8,0.85
2GJ0_A.pdb,31,-0.66,0.68,0.54
3ZOQ_B.pdb,48,-0.47,0.73,0.73
5OMD_A.pdb,61,2.07,0.95,0.78
2WCI_A.pdb,113,1.85,0.88,0.85
7NTO_A.pdb,78,0.95,0.86,0.86
5HBS_A.pdb,139,-0.15,0.77,0.86
7THN_E.pdb,79,0.29,0.81,0.77
1GZS_B.pdb,165,0.37,0.8,0.81
5ABS_A.pdb,63,2.09,0.95,0.81
3WU4_A.pdb,178,1.87,0.86,0.88
6W5B_A.pdb,170,0.06,0.78,0.87
5ZRZ_A.pdb,69,-0.65,0.75,0.84
3SUK_A.pdb,124,0.45,0.81,0.9
3SFT_A.pdb,189,0.92,0.82,0.91
4I0W_A.pdb,92,0.21,0.81,0.74
3BQE_A.pdb,169,0.06,0.78,0.93
4EUN_A.pdb,173,1.23,0.84,0.91
7VMF_A.pdb,96,0.1,0.8,0.91
6QA0_A.pdb,140,0.34,0.8,0.92
4X8K_B.pdb,32,0.73,0.85,0.76
3UAF_A.pdb,117,1.34,0.86,0.97
5Z38_A.pdb,154,0.24,0.79,0.87
3EJH_A.pdb,91,0.24,0.81,0.9
1J0P_A.pdb,108,-0.98,0.74,0.77
8HEK_A.pdb,87,0.44,0.82,0.89
4HJI_A.pdb,154,0.24,0.79,0.88
5NHU_J.pdb,29,0.03,0.76,0.63
3LDC_A.pdb,82,-1.76,0.68,0.86
4MUV_A.pdb,142,0.29,0.8,0.82
2QVG_A.pdb,126,0.04,0.79,0.88
6MK5_A.pdb,34,0.23,0.79,0.66
6BPH_A.pdb,66,-0.16,0.79,0.84
3DB0_B.pdb,123,0.91,0.83,0.89
3WMV_A.pdb,150,-0.05,0.78,0.94
2XGU_A.pdb,143,0.18,0.79,0.92
1SFE_A.pdb,165,0.64,0.81,0.9
6HF7_A.pdb,191,0.98,0.82,0.84
4WYH_A.pdb,99,-0.0,0.79,0.88
5ICU_A.pdb,102,0.76,0.83,0.89
4LZX_B.pdb,37,-0.38,0.72,0.78
5GJI_A.pdb,107,0.53,0.82,0.78
2B0V_A.pdb,146,1.09,0.84,0.88
2E2A_A.pdb,104,0.07,0.8,0.87
5YJ8_A.pdb,60,0.17,0.81,0.8
1F56_A.pdb,91,0.72,0.84,0.93
1EAZ_A.pdb,104,-1.02,0.74,0.91
4B0E_A.pdb,96,1.1,0.85,0.91
4K8W_A.pdb,118,0.47,0.81,0.68
3I4S_A.pdb,134,0.03,0.78,0.93
1CFW_A.pdb,36,0.46,0.82,0.83
5UEB_A.pdb,142,-0.14,0.77,0.88
2R0H_A.pdb,160,1.25,0.84,0.93
3BDD_A.pdb,138,1.23,0.85,0.85
2XDJ_A.pdb,66,1.24,0.88,0.85
1VC1_A.pdb,110,-0.67,0.75,0.83
6JPT_A.pdb,121,0.18,0.79,0.84
3GL9_A.pdb,119,0.97,0.84,0.87
2OIK_A.pdb,135,0.16,0.79,0.88
3AGN_A.pdb,114,1.15,0.85,0.84
4FIB_A.pdb,117,-0.35,0.77,0.81
1UCD_A.pdb,190,0.23,0.79,0.91
3RSN_A.pdb,159,-0.77,0.74,0.88
2KNS_A.pdb,33,-2.62,0.45,0.42
1BJA_A.pdb,95,-0.66,0.76,0.85
1IT2_A.pdb,146,0.1,0.79,0.89
2I7R_A.pdb,112,0.03,0.79,0.93
4ORZ_B.pdb,117,0.14,0.79,0.82
4CV7_A.pdb,111,0.38,0.81,0.89
6PSE_A.pdb,76,0.73,0.84,0.82
4JE1_A.pdb,174,-0.15,0.77,0.92
1WUD_A.pdb,72,0.8,0.85,0.81
7P1W_A.pdb,77,0.73,0.84,0.85
3MHX_A.pdb,85,1.05,0.86,0.88
6FDD_A.pdb,72,-1.17,0.72,0.76
3SHO_A.pdb,182,0.16,0.79,0.93
7CNB_A.pdb,107,-0.49,0.76,0.69
6T21_A.pdb,145,0.92,0.83,0.91
4NTK_A.pdb,121,0.67,0.82,0.87
4EVU_B.pdb,65,-0.26,0.78,0.88
2ODK_A.pdb,50,0.15,0.81,0.89
5M1X_D.pdb,128,-0.12,0.78,0.83
5ZF2_A.pdb,103,0.39,0.81,0.85
3OT2_A.pdb,177,0.2,0.79,0.94
3CT8_A.pdb,132,0.27,0.8,0.9
2D37_A.pdb,155,0.56,0.81,0.94
2H0E_B.pdb,109,0.64,0.82,0.89
5NIR_A.pdb,69,0.67,0.84,0.82
1ERY_A.pdb,39,-0.61,0.69,0.92
2GEY_A.pdb,157,1.3,0.84,0.88
4EJO_A.pdb,108,-1.91,0.69,0.82
3BCK_A.pdb,164,1.34,0.84,0.9
7LF3_A.pdb,52,-0.17,0.76,0.86
3FFD_P.pdb,18,-0.25,0.73,0.66
3DSB_A.pdb,146,-0.55,0.75,0.79
2HL7_A.pdb,82,-0.07,0.79,0.84
1Q3J_A.pdb,36,-2.93,0.42,0.77
6KZJ_B.pdb,39,-0.38,0.72,0.64
7BYF_E.pdb,57,-1.08,0.7,0.81
1R26_A.pdb,113,0.13,0.79,0.86
7DHF_A.pdb,146,-0.39,0.76,0.89
2Q9R_A.pdb,193,-0.26,0.77,0.91
1TUW_A.pdb,106,-0.91,0.74,0.88
2VKP_B.pdb,105,-0.14,0.78,0.88
2WAW_A.pdb,197,0.27,0.79,0.93
1FO0_A.pdb,115,-1.35,0.71,0.86
5D9R_A.pdb,132,0.56,0.81,0.89
1UTY_A.pdb,153,-0.68,0.75,0.89
3B8F_A.pdb,141,0.27,0.8,0.95
4FM3_A.pdb,93,1.41,0.87,0.89
1STM_A.pdb,141,-1.03,0.73,0.87
3IGR_A.pdb,179,-0.56,0.76,0.88
4NMU_A.pdb,144,0.72,0.82,0.89
1FMB_A.pdb,104,-1.29,0.72,0.87
6XVM_C.pdb,60,0.05,0.8,0.8
1DTC_A.pdb,26,-1.02,0.64,0.7
7ECQ_A.pdb,175,0.47,0.8,0.85
1ONT_A.pdb,17,-0.27,0.73,0.59
7S6B_E.pdb,86,-0.62,0.76,0.84
3ZHI_A.pdb,73,0.42,0.83,0.81
1SE0_A.pdb,97,-0.05,0.79,0.89
6K5U_A.pdb,75,-0.62,0.76,0.82
2R16_A.pdb,175,0.9,0.82,0.89
4LSO_A.pdb,141,-1.02,0.73,0.89
5SBQ_A.pdb,150,1.72,0.87,0.84
2QUD_A.pdb,125,-0.86,0.74,0.75
2DBB_A.pdb,146,1.1,0.84,0.86
1U69_A.pdb,152,1.67,0.86,0.92
3LD2_A.pdb,157,0.07,0.78,0.88
2XIG_B.pdb,148,-0.14,0.77,0.86
1A2X_B.pdb,31,1.06,0.89,0.78
8QHQ_B.pdb,143,-0.5,0.76,0.85
2ABZ_C.pdb,62,0.59,0.84,0.85
1CTF_A.pdb,68,2.11,0.94,0.8
1ZCE_A.pdb,139,0.27,0.79,0.8
3DEO_A.pdb,183,1.45,0.84,0.87
2IT9_B.pdb,115,-0.33,0.77,0.86
1T3Y_A.pdb,131,-0.79,0.74,0.83
1G4I_A.pdb,123,-0.31,0.77,0.87
6BQA_A.pdb,102,0.7,0.83,0.87
5IHF_B.pdb,109,0.66,0.82,0.92
1OB9_A.pdb,124,-0.38,0.76,0.9
1XG2_B.pdb,151,0.34,0.8,0.94
2HFN_A.pdb,149,0.53,0.81,0.88
2A9S_A.pdb,167,0.96,0.82,0.89
6EXP_A.pdb,96,-0.52,0.76,0.85
6U7B_B.pdb,176,-0.59,0.75,0.88
7X44_A.pdb,37,1.11,0.89,0.86
5D2M_G.pdb,21,-0.54,0.7,0.74
2FJR_A.pdb,189,-0.38,0.77,0.82
1TVD_A.pdb,116,0.77,0.83,0.89
7S55_A.pdb,31,0.74,0.85,0.76
3MQQ_A.pdb,111,-1.02,0.73,0.83
4ZFO_F.pdb,36,0.55,0.83,0.79
3ZQK_A.pdb,181,0.63,0.81,0.9
