model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
4Z9D_A.pdb,174,0.09,0.78,0.91
3RU4_B.pdb,61,-0.47,0.76,0.74
7LGA_A.pdb,83,-0.72,0.75,0.83
5NL1_A.pdb,141,-0.61,0.75,0.9
2NBC_A.pdb,16,1.98,0.99,0.45
8OU1_A.pdb,142,-0.23,0.77,0.91
5TOU_A.pdb,162,-0.86,0.74,0.85
2ISY_A.pdb,146,0.71,0.82,0.86
1MBY_A.pdb,75,-0.92,0.74,0.62
2AUK_A.pdb,189,0.36,0.8,0.76
7KC8_A.pdb,140,-3.56,0.6,0.92
3AG7_A.pdb,105,0.69,0.83,0.91
3BSY_A.pdb,193,-0.55,0.76,0.92
4ZSI_A.pdb,166,-0.8,0.75,0.87
6H4L_A.pdb,96,0.24,0.81,0.87
3CS5_A.pdb,48,-1.79,0.58,0.49
3PVI_A.pdb,156,1.31,0.84,0.82
6QRL_B.pdb,117,1.13,0.85,0.89
5KKQ_A.pdb,147,-1.19,0.72,0.85
5FFP_A.pdb,150,-0.47,0.76,0.87
3OD8_A.pdb,84,-1.31,0.71,0.76
6G4V_A.pdb,24,-1.38,0.6,0.35
4WRI_A.pdb,171,-0.41,0.76,0.67
6GZJ_B.pdb,10,-1.44,0.59,0.0
3GOX_A.pdb,189,-0.4,0.76,0.91
2YY0_A.pdb,38,0.28,0.79,0.82
1S12_A.pdb,94,-0.36,0.77,0.92
8BS3_B.pdb,73,-1.07,0.73,0.87
4QYT_A.pdb,189,0.44,0.8,0.91
8F5I_A.pdb,91,0.42,0.82,0.84
4A69_C.pdb,69,-0.19,0.78,0.76
4ZHW_A.pdb,110,0.89,0.84,0.85
1GXJ_A.pdb,161,0.05,0.78,0.81
2XOL_A.pdb,168,-0.13,0.78,0.87
4R8O_A.pdb,92,-1.11,0.73,0.83
6NEP_B.pdb,84,-0.66,0.75,0.87
1U9L_A.pdb,68,1.06,0.87,0.72
2UZH_C.pdb,155,1.75,0.87,0.93
5IW9_A.pdb,123,0.39,0.8,0.83
7TZH_B.pdb,173,-1.07,0.73,0.8
4AQO_A.pdb,86,1.76,0.9,0.87
1S67_L.pdb,116,-2.19,0.67,0.84
6EVS_A.pdb,137,-0.56,0.75,0.89
4NLH_A.pdb,115,0.7,0.82,0.86
6MM2_A.pdb,99,-0.63,0.76,0.87
7VS2_A.pdb,190,-1.87,0.7,0.85
6OV1_A.pdb,118,0.15,0.79,0.85
4DT4_A.pdb,160,1.48,0.85,0.84
1V7P_B.pdb,127,-1.28,0.72,0.78
1X46_A.pdb,150,-0.55,0.75,0.92
3IG9_A.pdb,75,-0.97,0.73,0.86
3OQ2_A.pdb,99,0.32,0.81,0.85
7VZO_A.pdb,191,0.69,0.81,0.83
4JOI_C.pdb,118,-0.38,0.76,0.83
1W8I_A.pdb,153,0.2,0.79,0.85
1NYC_A.pdb,110,0.26,0.8,0.73
3BPV_A.pdb,137,1.2,0.84,0.87
6GZ8_A.pdb,133,0.62,0.82,0.88
5YKU_A.pdb,122,-0.16,0.78,0.82
1MTX_A.pdb,39,-0.43,0.71,0.65
6HJ5_A.pdb,148,0.38,0.8,0.9
1H97_A.pdb,147,0.09,0.79,0.88
3NKG_A.pdb,168,0.47,0.8,0.89
4LD3_B.pdb,16,-1.96,0.53,0.0
4TKC_A.pdb,118,1.68,0.88,0.95
2OGI_A.pdb,190,0.45,0.8,0.89
8JEA_A.pdb,141,0.43,0.8,0.94
6EBU_A.pdb,165,-2.23,0.68,0.83
4WV4_B.pdb,93,-0.18,0.78,0.73
3T47_A.pdb,71,0.34,0.82,0.81
4LBH_A.pdb,94,0.61,0.83,0.88
5Z2H_A.pdb,91,0.25,0.81,0.89
3QAY_A.pdb,180,0.15,0.79,0.93
3HVZ_A.pdb,63,0.42,0.83,0.91
2BNL_C.pdb,132,-0.03,0.78,0.86
3T7L_A.pdb,74,-1.36,0.71,0.89
2FPW_B.pdb,162,0.29,0.79,0.87
