model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
3R2P_A.pdb,180,0.81,0.82,0.72
7A66_A.pdb,83,0.31,0.81,0.83
8POA_A.pdb,140,0.39,0.8,0.9
1RFE_A.pdb,153,0.09,0.78,0.81
3NRF_A.pdb,101,-0.33,0.77,0.76
3K3S_A.pdb,84,-0.14,0.79,0.88
2BYC_A.pdb,137,-0.18,0.77,0.92
3ZE3_A.pdb,116,-0.96,0.73,0.7
1MN3_A.pdb,52,-0.3,0.75,0.76
5YIU_A.pdb,49,0.7,0.87,0.77
8A9X_A.pdb,80,-0.25,0.78,0.87
3BS5_B.pdb,74,-0.07,0.79,0.81
3A6R_A.pdb,122,0.08,0.79,0.88
3SUB_A.pdb,139,0.16,0.79,0.94
2WSH_A.pdb,131,0.13,0.79,0.85
1J8B_A.pdb,85,1.14,0.87,0.73
2MJT_A.pdb,10,-0.83,0.66,0.73
6AK2_B.pdb,81,1.39,0.89,0.82
4FHR_A.pdb,182,0.88,0.82,0.87
7YVZ_A.pdb,63,-1.09,0.72,0.78
3HA2_A.pdb,162,-0.77,0.74,0.88
3KOR_A.pdb,96,-0.21,0.78,0.79
7CHR_A.pdb,76,-0.68,0.75,0.79
5HT6_B.pdb,109,-0.66,0.75,0.9
6HSA_A.pdb,145,0.45,0.8,0.93
7EBL_A.pdb,164,-0.23,0.77,0.89
1F3U_A.pdb,118,0.71,0.82,0.75
4ID2_A.pdb,133,-0.04,0.78,0.91
5TZM_A.pdb,90,-0.05,0.79,0.81
3IJM_A.pdb,145,-0.03,0.78,0.85
5VGT_A.pdb,124,-0.55,0.75,0.75
5BYU_A.pdb,128,-0.53,0.76,0.87
5XIS_A.pdb,79,3.1,1.0,0.91
2HVW_A.pdb,147,0.37,0.8,0.9
3FG8_A.pdb,104,-0.84,0.75,0.83
5VXZ_C.pdb,102,0.45,0.82,0.88
3OJ0_A.pdb,135,0.7,0.82,0.85
4OFK_A.pdb,103,0.54,0.82,0.86
3G2B_A.pdb,90,0.16,0.8,0.75
1HZ6_A.pdb,67,0.19,0.81,0.91
2AAN_A.pdb,123,0.78,0.83,0.94
2ZOP_A.pdb,111,0.89,0.83,0.87
6KN1_A.pdb,164,-1.04,0.73,0.86
2J49_A.pdb,134,-0.6,0.75,0.85
2X1F_A.pdb,94,0.09,0.8,0.8
4WXM_A.pdb,126,0.47,0.81,0.85
6R5W_A.pdb,171,-0.45,0.76,0.87
7KR0_A.pdb,169,0.1,0.79,0.9
1W9S_A.pdb,134,0.64,0.82,0.92
3JX9_A.pdb,165,0.04,0.78,0.89
4XUW_A.pdb,92,-0.3,0.78,0.84
3HWU_A.pdb,139,0.64,0.81,0.82
4WAI_A.pdb,91,-0.91,0.74,0.82
6Q3Q_A.pdb,121,-0.06,0.78,0.89
3IC4_A.pdb,90,1.3,0.87,0.76
3GP9_A.pdb,133,0.25,0.8,0.88
3VI6_A.pdb,97,0.47,0.82,0.84
2OBP_A.pdb,80,0.62,0.84,0.87
3CQB_B.pdb,94,-1.28,0.72,0.8
4JNH_A.pdb,165,1.36,0.84,0.88
2D27_A.pdb,145,0.54,0.81,0.82
6B8O_A.pdb,109,-1.33,0.72,0.87
6E6O_A.pdb,40,0.51,0.82,0.85
8PQ7_B.pdb,76,-2.55,0.62,0.73
2VZB_A.pdb,168,0.21,0.79,0.88
1ACW_A.pdb,29,-1.37,0.6,0.72
1WQJ_B.pdb,80,1.36,0.88,0.83
8ESE_Z.pdb,183,1.07,0.83,0.89
8W59_A.pdb,61,-0.9,0.73,0.86
8DRG_A.pdb,118,-1.2,0.72,0.92
1XS1_A.pdb,193,1.07,0.82,0.9
5S9G_A.pdb,119,0.91,0.83,0.87
7AWK_A.pdb,120,0.59,0.82,0.89
4C6A_A.pdb,151,0.41,0.8,0.89
3CB7_A.pdb,126,-0.44,0.76,0.86
3QHE_B.pdb,10,-2.3,0.49,0.0
7EQZ_I.pdb,35,-0.87,0.66,0.79
5HAL_A.pdb,103,0.41,0.81,0.85
3ITF_A.pdb,103,1.44,0.87,0.67
4OZK_A.pdb,49,-0.0,0.78,0.85
2CZV_C.pdb,118,0.75,0.83,0.93
7TT9_A.pdb,116,1.04,0.84,0.87
3WZ3_A.pdb,130,-0.29,0.77,0.8
3ABD_X.pdb,21,2.02,1.0,0.63
4NG2_E.pdb,94,-3.95,0.57,0.77
3LCZ_A.pdb,53,0.51,0.84,0.81
7LWR_A.pdb,54,0.15,0.8,0.8
1DYO_A.pdb,153,-0.95,0.73,0.89
8GN3_A.pdb,57,-1.09,0.7,0.79
8OZB_E.pdb,76,0.9,0.86,0.9
6GBO_A.pdb,73,-0.05,0.79,0.79
1HRU_A.pdb,184,-0.36,0.77,0.83
4OYD_B.pdb,117,2.53,0.92,0.83
3BYP_A.pdb,82,2.16,0.93,0.85
2GFF_A.pdb,94,-1.02,0.74,0.86
1EZG_A.pdb,82,1.15,0.87,0.84
1XUV_A.pdb,160,-1.37,0.72,0.86
2QYW_A.pdb,92,0.5,0.82,0.85
1SZ9_A.pdb,143,-0.28,0.77,0.9
4EO7_A.pdb,143,0.26,0.8,0.82
3I8N_A.pdb,118,0.73,0.83,0.75
4ALZ_A.pdb,194,2.96,0.9,0.86
7SAW_A.pdb,16,-1.0,0.64,0.53
1Q1U_A.pdb,138,-0.15,0.77,0.88
5O3W_C.pdb,716,-0.2,0.76,0.92
2ZEQ_A.pdb,78,0.85,0.85,0.79
7WR2_A.pdb,136,0.53,0.81,0.89
3PC7_A.pdb,80,0.19,0.81,0.85
3NJN_A.pdb,114,2.04,0.9,0.74
4JOX_A.pdb,118,-0.6,0.75,0.87
2D9R_A.pdb,83,0.28,0.81,0.83
5TDR_A.pdb,70,-0.9,0.74,0.94
3DED_A.pdb,84,1.43,0.88,0.86
4G2B_A.pdb,169,0.34,0.8,0.9
1GVP_A.pdb,87,1.25,0.87,0.72
1BTE_B.pdb,94,-0.43,0.77,0.78
4K2H_A.pdb,185,0.13,0.79,0.96
6UUQ_B.pdb,9,-2.64,0.45,0.0
4UDE_A.pdb,85,0.33,0.82,0.86
1VGJ_A.pdb,181,0.97,0.82,0.83
1OW4_A.pdb,120,1.09,0.84,0.85
3BCW_A.pdb,116,0.53,0.81,0.92
4X9J_A.pdb,86,-0.67,0.75,0.79
2ASF_A.pdb,124,0.15,0.79,0.94
7XUY_A.pdb,64,0.82,0.85,0.82
1NEP_A.pdb,130,1.62,0.87,0.85
3AYH_A.pdb,134,-1.65,0.7,0.83
3OYY_B.pdb,186,-0.55,0.76,0.85
5UMP_A.pdb,121,1.2,0.85,0.91
5HOB_A.pdb,45,0.29,0.81,0.76
3BJK_A.pdb,140,0.41,0.8,0.86
1MY7_A.pdb,107,0.61,0.82,0.87
1A6J_A.pdb,150,0.14,0.79,0.87
1V37_A.pdb,171,0.84,0.82,0.93
8I11_A.pdb,128,-0.41,0.76,0.84
1W0N_A.pdb,120,-0.08,0.78,0.87
4JDN_A.pdb,142,0.51,0.81,0.93
2YIL_A.pdb,131,-0.14,0.78,0.91
4BOP_A.pdb,149,0.2,0.79,0.94
4DT5_A.pdb,143,-0.25,0.77,0.76
6MYI_A.pdb,137,0.82,0.82,0.89
1JMV_A.pdb,140,-0.54,0.75,0.86
2IMJ_A.pdb,156,-0.96,0.73,0.93
4BHB_A.pdb,165,0.42,0.8,0.9
4OD6_A.pdb,82,1.53,0.89,0.86
6NX5_A.pdb,83,0.76,0.84,0.84
7YUJ_A.pdb,149,0.48,0.8,0.91
2P0H_A.pdb,118,0.48,0.81,0.9
5N5E_A.pdb,98,1.52,0.88,0.83
7C31_A.pdb,47,-0.29,0.75,0.85
1T3U_A.pdb,90,0.34,0.81,0.84
7O97_A.pdb,73,0.27,0.82,0.8
1Y93_A.pdb,158,0.13,0.79,0.88
1BXY_A.pdb,60,0.24,0.81,0.78
3OIO_A.pdb,111,0.39,0.81,0.86
8SRZ_A.pdb,88,-0.58,0.76,0.96
2AUW_A.pdb,148,-0.59,0.75,0.89
2RK5_A.pdb,86,0.16,0.8,0.86
