model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
4UEY_A.pdb,140,0.61,0.81,0.82
2ME7_A.pdb,33,-0.55,0.7,0.75
7QRR_A.pdb,147,-1.31,0.72,0.85
6OK1_B.pdb,131,1.19,0.85,0.92
3HMZ_A.pdb,187,-1.34,0.73,0.93
2BV2_A.pdb,83,0.49,0.83,0.92
2R5U_A.pdb,144,-0.06,0.78,0.87
1T07_A.pdb,75,0.11,0.8,0.85
2JPJ_A.pdb,39,-2.11,0.51,0.51
6GQC_A.pdb,22,0.49,0.82,0.67
7THH_A.pdb,131,0.79,0.82,0.81
2QNL_A.pdb,159,-0.12,0.77,0.86
2FQ3_A.pdb,85,0.39,0.82,0.84
6S5W_A.pdb,106,2.48,0.92,0.89
8SMQ_A.pdb,167,-2.22,0.68,0.54
5M31_A.pdb,151,1.37,0.85,0.91
1FS1_A.pdb,41,-0.51,0.71,0.71
2DDZ_A.pdb,188,0.52,0.8,0.89
3D3S_A.pdb,157,0.56,0.81,0.87
7RUL_A.pdb,14,-0.08,0.75,0.63
7MKK_A.pdb,71,-0.47,0.77,0.82
4LO6_A.pdb,170,-1.28,0.72,0.83
7JGY_A.pdb,12,-1.99,0.53,0.72
6SJQ_A.pdb,115,-0.12,0.78,0.84
2W3G_A.pdb,150,1.11,0.84,0.9
4RT5_A.pdb,100,-0.11,0.79,0.89
4KNG_E.pdb,149,-2.8,0.64,0.78
3BBZ_A.pdb,48,0.86,0.88,0.84
6HIU_A.pdb,143,0.3,0.8,0.89
2QIP_A.pdb,160,-0.53,0.75,0.87
6NMO_A.pdb,159,0.84,0.82,0.9
5NRR_B.pdb,137,-0.45,0.76,0.89
2Q78_A.pdb,130,-0.34,0.76,0.85
6ZTK_A.pdb,108,0.83,0.83,0.9
2BA2_A.pdb,81,0.96,0.86,0.75
3NR1_A.pdb,178,1.23,0.83,0.9
4WPM_A.pdb,85,0.81,0.85,0.87
1ZC3_B.pdb,109,-2.07,0.68,0.88
3L6I_A.pdb,164,0.49,0.8,0.81
5JWO_B.pdb,88,-0.02,0.79,0.7
1U14_A.pdb,167,1.53,0.85,0.78
3CFY_A.pdb,130,0.1,0.79,0.88
8UR2_E.pdb,102,-0.2,0.78,0.9
1EJ8_A.pdb,140,-0.79,0.74,0.88
2BT6_A.pdb,105,0.21,0.8,0.86
5C5Z_A.pdb,123,0.23,0.8,0.8
3UCG_A.pdb,87,0.08,0.8,0.84
2RH2_A.pdb,58,0.67,0.85,0.83
1TH8_B.pdb,115,0.85,0.83,0.82
4JVW_A.pdb,108,1.11,0.85,0.85
2HUJ_A.pdb,122,-0.02,0.78,0.89
4WN5_B.pdb,105,0.05,0.79,0.92
1YLM_A.pdb,139,-1.12,0.72,0.87
6UXC_B.pdb,171,-0.64,0.75,0.85
3B4Q_B.pdb,88,0.07,0.8,0.88
4JDE_A.pdb,144,-0.2,0.77,0.9
4JCY_A.pdb,92,0.15,0.8,0.83
5B5I_A.pdb,67,0.05,0.8,0.91
5ED9_A.pdb,71,0.57,0.83,0.86
2H5C_A.pdb,198,0.9,0.82,0.9
5BRK_B.pdb,64,1.38,0.89,0.82
3SWY_A.pdb,46,0.98,0.9,0.87
7Z3X_A.pdb,195,-0.02,0.78,0.86
7W3N_A.pdb,90,0.42,0.82,0.84
4IF5_A.pdb,188,1.54,0.85,0.84
1TUL_A.pdb,102,-2.48,0.67,0.93
5CDK_A.pdb,181,0.88,0.82,0.83
4JON_A.pdb,122,-0.12,0.78,0.9
3IVV_A.pdb,140,0.93,0.83,0.82
5OL9_A.pdb,81,-0.36,0.77,0.86
5IMA_A.pdb,156,0.87,0.82,0.91
2VW9_A.pdb,109,-0.9,0.74,0.86
1YN9_A.pdb,168,1.16,0.83,0.92
6O43_A.pdb,199,-0.31,0.77,0.89
1JR8_A.pdb,105,-0.05,0.79,0.89
3X0T_A.pdb,112,-0.18,0.78,0.92
6J05_A.pdb,101,-0.98,0.74,0.83
7AFW_A.pdb,161,0.21,0.79,0.88
6CXG_A.pdb,15,-2.79,0.43,0.34
2NXP_A.pdb,145,-1.57,0.7,0.81
7VTY_A.pdb,90,0.7,0.83,0.86
6AKM_A.pdb,47,0.4,0.83,0.91
4BI3_A.pdb,163,0.11,0.79,0.92
3LAE_A.pdb,78,-1.02,0.72,0.84
1FIP_A.pdb,73,0.91,0.86,0.68
2CIA_A.pdb,98,0.48,0.82,0.83
8WFF_A.pdb,63,0.2,0.81,0.81
3CIM_A.pdb,94,0.57,0.82,0.86
1JBE_A.pdb,127,1.13,0.84,0.86
1YRK_A.pdb,126,0.86,0.83,0.86
1HE1_A.pdb,135,0.24,0.79,0.85
3CWI_A.pdb,67,-0.19,0.78,0.81
6K7C_A.pdb,76,0.28,0.81,0.78
2KY3_A.pdb,33,-0.18,0.74,0.69
2VMH_A.pdb,147,-0.18,0.77,0.9
4MAC_A.pdb,82,0.2,0.81,0.85
5XI8_A.pdb,173,0.48,0.8,0.87
4MZ3_A.pdb,119,0.24,0.8,0.79
5GW9_A.pdb,163,-0.55,0.76,0.79
6I7Q_C.pdb,97,-0.5,0.77,0.8
3VFI_A.pdb,104,0.36,0.81,0.9
3GV3_A.pdb,63,0.14,0.81,0.76
2KUX_A.pdb,30,-0.53,0.7,0.73
3F2E_A.pdb,83,0.92,0.85,0.86
7D2E_A.pdb,62,1.68,0.92,0.88
4HLB_A.pdb,94,0.58,0.83,0.83
4MN7_A.pdb,148,0.41,0.8,0.9
2XT2_A.pdb,197,-1.39,0.72,0.91
6ANW_A.pdb,96,-0.13,0.79,0.82
3LS0_A.pdb,115,-0.38,0.77,0.92
4FXI_A.pdb,93,0.21,0.8,0.78
2O3F_A.pdb,75,-0.23,0.78,0.71
1PP7_U.pdb,114,-0.62,0.75,0.84
1SGM_A.pdb,184,-1.8,0.7,0.89
7X41_A.pdb,37,1.05,0.89,0.86
3LYH_A.pdb,118,1.05,0.84,0.86
3KBY_A.pdb,138,-0.82,0.74,0.66
2DQL_A.pdb,115,0.33,0.8,0.86
6A5H_A.pdb,151,1.06,0.83,0.91
8F3A_A.pdb,45,1.73,1.0,0.83
5UGW_A.pdb,158,-2.0,0.68,0.68
2QDL_A.pdb,154,0.09,0.78,0.84
2JG6_A.pdb,186,0.69,0.81,0.91
7A2S_A.pdb,60,0.47,0.83,0.81
6Z2T_A.pdb,57,-0.15,0.78,0.78
4PQD_A.pdb,105,-0.04,0.79,0.87
3PE9_A.pdb,90,0.27,0.81,0.83
6P8P_A.pdb,132,-0.38,0.76,0.93
7C8N_A.pdb,127,0.73,0.82,0.86
2OFC_A.pdb,141,0.73,0.82,0.88
5XVJ_A.pdb,134,0.03,0.78,0.91
2RE2_A.pdb,114,-0.21,0.78,0.85
4ID8_A.pdb,65,-0.3,0.78,0.86
2Z7F_I.pdb,50,0.5,0.84,0.85
1PYT_A.pdb,94,-1.04,0.74,0.88
6BZH_A.pdb,191,0.31,0.79,0.85
4HW0_A.pdb,96,0.47,0.82,0.81
8GM7_A.pdb,168,1.51,0.85,0.92
5YUG_A.pdb,92,-2.59,0.65,0.75
4JZP_A.pdb,51,1.39,0.94,0.84
2OD5_A.pdb,89,0.99,0.85,0.82
5A0D_A.pdb,175,-1.0,0.74,0.9
2FB6_A.pdb,111,0.89,0.83,0.86
4LFQ_A.pdb,35,0.1,0.77,0.69
4WCI_A.pdb,59,0.14,0.8,0.81
3KMA_A.pdb,105,-0.67,0.76,0.82
5LXN_A.pdb,79,2.0,0.93,0.81
6GDJ_A.pdb,71,0.95,0.86,0.94
4NQJ_A.pdb,177,0.97,0.82,0.8
4WF5_A.pdb,188,1.39,0.84,0.88
3H6N_A.pdb,101,0.12,0.8,0.79
5F1B_A.pdb,158,-1.91,0.69,0.76
3TVQ_A.pdb,152,0.28,0.79,0.89
1L0S_A.pdb,87,-0.86,0.74,0.79
5FPZ_A.pdb,110,-0.05,0.79,0.92
4LTT_A.pdb,91,0.8,0.84,0.82
2RJ2_A.pdb,185,2.32,0.88,0.87
1Y81_A.pdb,115,2.4,0.91,0.87
3FF4_A.pdb,119,0.98,0.84,0.9
7BUH_A.pdb,113,-0.14,0.78,0.85
2QKP_A.pdb,138,0.82,0.82,0.87
4LQE_A.pdb,148,-0.67,0.75,0.88
2ERV_A.pdb,150,-0.35,0.76,0.86
2HS1_A.pdb,99,-0.99,0.74,0.74
2P7S_A.pdb,110,-0.42,0.77,0.9
2D3D_A.pdb,83,-0.43,0.77,0.83
5GRO_A.pdb,103,0.82,0.83,0.89
2OPE_A.pdb,120,-0.54,0.76,0.9
4QIC_B.pdb,51,0.21,0.81,0.69
3UFE_A.pdb,109,0.19,0.8,0.78
8E0C_A.pdb,185,-0.12,0.78,0.85
7LCW_A.pdb,15,-6.45,0.0,0.25
3TBN_A.pdb,87,-0.21,0.78,0.82
5XLY_B.pdb,121,-0.85,0.74,0.83
1AOH_A.pdb,143,1.48,0.86,0.88
3ONR_A.pdb,71,0.37,0.82,0.85
4C6R_A.pdb,162,1.13,0.83,0.91
6HH2_A.pdb,174,-0.08,0.78,0.87
7YH3_C.pdb,155,-1.09,0.73,0.86
5TD6_A.pdb,124,0.54,0.81,0.91
4CU5_A.pdb,85,-0.45,0.77,0.91
6HLN_B.pdb,43,0.58,0.84,0.72
8DV0_A.pdb,192,0.87,0.82,0.91
6O5K_A.pdb,46,-0.27,0.75,0.88
5BXG_A.pdb,149,-0.29,0.77,0.91
6OQP_A.pdb,13,-0.21,0.74,0.76
8DC0_A.pdb,167,-0.48,0.76,0.85
7V6T_A.pdb,130,0.19,0.79,0.88
1TII_C.pdb,36,0.02,0.76,0.8
2Q2F_A.pdb,68,2.91,1.0,0.76
2GSC_B.pdb,117,0.22,0.8,0.87
1JO0_A.pdb,97,0.35,0.81,0.84
1LO7_A.pdb,140,-0.56,0.75,0.89
1Y9Q_A.pdb,173,-0.04,0.78,0.9
3FJS_A.pdb,103,-0.11,0.79,0.9
1MM0_A.pdb,36,-1.56,0.58,0.77
3W6K_B.pdb,82,0.46,0.82,0.82
5GNF_A.pdb,137,-0.63,0.75,0.91
6WGU_A.pdb,159,-0.11,0.78,0.9
1B9W_A.pdb,88,0.0,0.79,0.81
1NXM_A.pdb,194,1.13,0.82,0.86
3BLZ_A.pdb,123,-1.01,0.73,0.9
1SED_A.pdb,112,1.34,0.86,0.85
1T0P_B.pdb,86,-0.78,0.75,0.92
3DO8_B.pdb,123,0.83,0.83,0.91
2RHF_A.pdb,75,1.61,0.9,0.87
3F5O_A.pdb,138,-0.11,0.78,0.86
6T9Q_A.pdb,62,-0.2,0.78,0.8
1NC7_A.pdb,110,-0.55,0.76,0.84
2BWF_A.pdb,77,1.16,0.87,0.84
7VBF_A.pdb,116,0.19,0.8,0.8
7V4O_A.pdb,176,-1.11,0.73,0.92
5XBC_A.pdb,117,-0.27,0.77,0.89
6AKK_A.pdb,49,1.0,0.9,0.83
1BH4_A.pdb,30,-1.34,0.6,0.54
1K78_A.pdb,124,1.44,0.86,0.82
1PXD_B.pdb,16,-1.48,0.59,0.55
5DNL_A.pdb,176,1.44,0.84,0.91
5ZCY_A.pdb,83,1.26,0.87,0.86
2ZEX_A.pdb,147,0.07,0.78,0.92
8IWI_A.pdb,106,0.47,0.82,0.86
7F2R_B.pdb,79,0.1,0.8,0.83
2XFV_A.pdb,108,-0.03,0.79,0.87
4W6Y_A.pdb,146,-0.43,0.76,0.91
3VAA_A.pdb,176,0.43,0.8,0.9
2EY4_C.pdb,73,-0.87,0.74,0.79
8ONB_A.pdb,116,-0.99,0.73,0.31
2PBQ_A.pdb,174,0.02,0.78,0.89
3CTR_A.pdb,75,-0.7,0.75,0.68
4IGV_A.pdb,149,0.85,0.82,0.9
6CBU_A.pdb,96,0.53,0.82,0.85
3TVT_B.pdb,14,0.07,0.77,0.38
1UPQ_A.pdb,107,0.1,0.8,0.86
8GYN_A.pdb,160,0.42,0.8,0.84
1MCT_I.pdb,28,0.2,0.79,0.69
1WOC_A.pdb,97,-0.67,0.76,0.83
3AU4_B.pdb,32,-0.74,0.67,0.76
3FLJ_A.pdb,134,-0.95,0.73,0.83
5FA8_A.pdb,152,0.97,0.83,0.82
5B6C_A.pdb,174,0.86,0.82,0.83
2CG7_A.pdb,90,2.05,0.91,0.82
2VXZ_A.pdb,150,0.34,0.8,0.92
6TRI_B.pdb,69,0.27,0.81,0.81
2XY1_A.pdb,192,0.02,0.78,0.84
6IW3_A.pdb,81,0.89,0.85,0.81
6K8E_A.pdb,112,0.55,0.82,0.89
5EM0_A.pdb,133,0.76,0.82,0.83
2BZ1_A.pdb,171,0.78,0.82,0.87
1JER_A.pdb,110,-1.27,0.72,0.91
6HCZ_A.pdb,65,0.17,0.81,0.81
2SAS_A.pdb,185,-0.57,0.76,0.94
