model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
1XZP_B.pdb,131,-0.33,0.77,0.83
4QB5_B.pdb,122,-0.37,0.76,0.86
1IUK_A.pdb,136,1.87,0.88,0.9
5GZT_A.pdb,69,-3.98,0.54,0.71
8B02_A.pdb,95,-0.17,0.78,0.94
1WMI_A.pdb,88,0.54,0.83,0.86
4WRP_A.pdb,120,-0.47,0.76,0.87
8BJW_A.pdb,92,1.66,0.89,0.83
1CZ9_A.pdb,139,0.81,0.82,0.86
3PQC_A.pdb,192,1.23,0.83,0.91
6TL7_A.pdb,134,-0.33,0.77,0.88
2K7G_A.pdb,29,0.85,0.86,0.68
6AFQ_A.pdb,21,0.55,0.83,0.53
3IMK_A.pdb,155,1.01,0.83,0.9
2VQG_A.pdb,76,-0.46,0.76,0.89
2VOK_A.pdb,186,0.65,0.81,0.85
2W6K_A.pdb,141,0.01,0.78,0.86
3IVP_A.pdb,113,-0.13,0.78,0.83
1J2R_A.pdb,188,0.28,0.79,0.95
1YU5_X.pdb,67,1.04,0.87,0.76
2XPP_A.pdb,137,0.27,0.8,0.87
6F5C_A.pdb,110,-0.23,0.78,0.81
1DTJ_A.pdb,74,-0.65,0.76,0.85
6EE9_X.pdb,25,-0.81,0.67,0.56
8AU0_A.pdb,40,-0.02,0.76,0.86
3KE2_A.pdb,100,-0.76,0.75,0.84
5II8_A.pdb,131,-0.65,0.75,0.8
4V29_A.pdb,165,0.48,0.8,0.9
3SEI_A.pdb,146,0.07,0.78,0.88
3IEC_E.pdb,14,-1.16,0.62,0.41
5LLJ_A.pdb,57,0.68,0.85,0.87
3ZXF_A.pdb,134,1.45,0.86,0.89
3CR3_A.pdb,185,-1.39,0.72,0.8
1VMH_A.pdb,129,1.03,0.84,0.89
2HQT_B.pdb,120,-1.17,0.72,0.88
3U6B_A.pdb,369,0.9,0.81,0.85
6YJ9_A.pdb,143,-0.8,0.74,0.88
8ST8_A.pdb,195,-1.0,0.74,0.85
4OBI_A.pdb,87,0.35,0.82,0.87
6CPD_A.pdb,126,0.64,0.82,0.95
3MTS_A.pdb,62,0.55,0.83,0.84
8A55_A.pdb,118,0.3,0.8,0.86
2OX9_A.pdb,130,-1.38,0.71,0.88
7UXS_A.pdb,196,0.82,0.81,0.89
2GBO_A.pdb,79,-0.38,0.77,0.75
1HZT_A.pdb,153,-1.08,0.73,0.91
1LY1_A.pdb,152,1.45,0.85,0.88
8P5N_A.pdb,138,0.65,0.82,0.91
2Q8V_A.pdb,53,-0.27,0.76,0.73
6UWW_A.pdb,163,0.82,0.82,0.86
6UD7_D.pdb,73,-3.16,0.59,0.61
2HBO_A.pdb,137,0.52,0.81,0.88
6CMV_A.pdb,111,1.29,0.86,0.84
2CK4_A.pdb,38,-0.49,0.7,0.68
1PEN_A.pdb,16,1.99,1.0,0.73
6ILU_A.pdb,135,1.09,0.84,0.92
1H4X_A.pdb,110,0.28,0.8,0.87
5OWC_A.pdb,122,-0.32,0.77,0.96
1M9Z_A.pdb,105,0.08,0.8,0.89
3EWL_A.pdb,132,-0.24,0.77,0.85
2ZMF_A.pdb,172,-0.74,0.75,0.86
3RMU_A.pdb,134,0.74,0.82,0.92
2PN2_A.pdb,133,-1.12,0.72,0.81
3TDQ_A.pdb,83,0.94,0.85,0.9
8DEZ_A.pdb,173,0.74,0.81,0.92
5VL9_A.pdb,184,0.08,0.78,0.84
1ZS4_A.pdb,82,0.08,0.8,0.74
5CE7_A.pdb,134,-0.17,0.77,0.89
5APG_A.pdb,180,0.2,0.79,0.93
7VJO_A.pdb,117,0.58,0.82,0.89
2XOD_A.pdb,118,1.22,0.85,0.87
3PP5_A.pdb,63,0.75,0.85,0.85
3EXQ_A.pdb,157,0.16,0.79,0.78
3IM4_C.pdb,27,0.75,0.85,0.8
4NWY_A.pdb,128,-0.5,0.76,0.88
4V2O_A.pdb,78,1.01,0.86,0.86
1THN_A.pdb,136,-1.04,0.73,0.84
7NX0_A.pdb,58,0.81,0.86,0.78
5FH7_A.pdb,115,0.9,0.83,0.85
5YDN_A.pdb,109,0.7,0.83,0.89
7YKM_A.pdb,81,0.15,0.81,0.86
8AF3_A.pdb,115,0.48,0.81,0.84
5JJE_B.pdb,63,-1.5,0.69,0.71
3GRC_A.pdb,121,-0.74,0.74,0.83
3OLO_A.pdb,108,0.14,0.8,0.89
1I26_A.pdb,34,-1.54,0.58,0.81
2CWP_A.pdb,109,0.93,0.84,0.9
1SZH_A.pdb,147,0.68,0.81,0.89
2Y28_A.pdb,178,1.04,0.83,0.86
5K6D_A.pdb,77,-0.22,0.78,0.96
4ZGF_A.pdb,140,0.31,0.8,0.87
2PPX_A.pdb,61,0.48,0.83,0.85
5R4V_A.pdb,130,0.71,0.82,0.88
4I1K_A.pdb,118,1.01,0.84,0.86
7JJA_A.pdb,180,-0.1,0.78,0.9
2F4E_A.pdb,131,-0.7,0.75,0.86
2DB7_A.pdb,56,-0.39,0.76,0.81
7SAV_A.pdb,16,0.33,0.8,0.55
2O5F_B.pdb,162,0.37,0.8,0.87
6B9H_A.pdb,151,0.29,0.79,0.84
6CD9_A.pdb,166,-0.64,0.75,0.86
2R5O_A.pdb,167,0.23,0.79,0.85
2PXY_A.pdb,114,-1.46,0.71,0.82
1YLQ_A.pdb,93,-0.32,0.77,0.89
3MSZ_A.pdb,84,0.41,0.82,0.83
1URQ_A.pdb,58,-1.2,0.69,0.78
4LVL_A.pdb,196,-0.66,0.75,0.91
5J3T_A.pdb,126,0.26,0.8,0.88
4MI8_A.pdb,135,-2.26,0.66,0.79
1SHU_X.pdb,181,0.8,0.82,0.87
2X4K_A.pdb,62,0.84,0.86,0.84
2P1J_A.pdb,164,-1.04,0.73,0.88
2P9J_B.pdb,159,-0.13,0.77,0.89
4AXO_A.pdb,126,1.0,0.84,0.9
