model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
2HX0_A.pdb,135,-0.44,0.76,0.85
7AOT_A.pdb,127,0.31,0.8,0.85
3Q46_A.pdb,178,0.85,0.82,0.89
1MF7_A.pdb,194,0.92,0.82,0.87
4QXL_A.pdb,115,1.4,0.86,0.93
8HRV_A.pdb,144,-0.95,0.73,0.87
3E8M_A.pdb,164,0.67,0.81,0.92
2QEV_A.pdb,145,-0.19,0.77,0.93
6ER1_A.pdb,121,-1.21,0.72,0.9
3QPA_A.pdb,196,0.76,0.81,0.9
1LY2_A.pdb,130,1.24,0.85,0.92
3N4J_A.pdb,161,0.41,0.8,0.86
3OQG_A.pdb,175,0.12,0.79,0.85
4ZVF_A.pdb,164,0.9,0.82,0.86
8FNS_A.pdb,105,2.26,0.91,0.88
3SL9_C.pdb,27,1.64,0.95,0.8
6EKB_A.pdb,62,-0.2,0.78,0.84
1BYR_A.pdb,152,0.22,0.79,0.91
3W8H_B.pdb,66,0.07,0.8,0.84
2FZP_A.pdb,134,0.05,0.79,0.91
6JIE_A.pdb,77,-0.39,0.77,0.88
3SK2_A.pdb,132,0.74,0.82,0.86
5XOA_A.pdb,21,-3.48,0.35,0.47
8D02_A.pdb,148,0.59,0.81,0.84
2G7O_A.pdb,68,1.09,0.87,0.8
4Q2P_A.pdb,98,1.3,0.86,0.85
5MTE_A.pdb,137,-0.26,0.77,0.93
5DIC_A.pdb,115,0.97,0.84,0.92
5ZV6_A.pdb,30,0.02,0.76,0.62
7SCX_B.pdb,86,-0.61,0.76,0.51
2XJY_A.pdb,131,-1.91,0.68,0.78
3KEP_B.pdb,144,0.92,0.83,0.85
1BKB_A.pdb,132,-0.08,0.78,0.81
1DVO_A.pdb,152,1.69,0.86,0.87
4ESN_A.pdb,77,0.04,0.8,0.86
4E6S_A.pdb,85,0.02,0.8,0.88
7DHP_A.pdb,110,-0.1,0.78,0.89
4DH4_A.pdb,114,0.58,0.82,0.96
4CGU_B.pdb,80,-0.06,0.79,0.83
1T08_B.pdb,46,0.6,0.85,0.82
3KG0_A.pdb,97,-0.29,0.78,0.88
2HTD_A.pdb,120,0.03,0.79,0.88
7LGC_A.pdb,104,-0.01,0.79,0.86
