model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
2NB2_A.pdb,38,-1.07,0.63,0.91
3FW2_A.pdb,147,0.78,0.82,0.88
3GNA_A.pdb,68,-0.02,0.8,0.7
1AQT_A.pdb,135,0.27,0.8,0.78
1JOG_A.pdb,129,-1.67,0.69,0.77
1A32_A.pdb,85,-0.47,0.77,0.75
1L9L_A.pdb,74,0.37,0.82,0.82
5NT7_A.pdb,92,0.14,0.8,0.83
7KW3_A.pdb,77,1.07,0.87,0.83
5GUF_A.pdb,158,0.02,0.78,0.8
2CZS_A.pdb,70,0.01,0.8,0.84
3LO3_A.pdb,93,-1.28,0.72,0.86
3V69_A.pdb,116,0.46,0.81,0.91
2NV4_A.pdb,131,-0.48,0.76,0.88
5WQI_A.pdb,140,0.1,0.79,0.93
2WY4_A.pdb,139,0.92,0.83,0.88
1Y04_A.pdb,35,-1.27,0.61,0.77
7LFA_A.pdb,94,-0.69,0.76,0.8
6GCF_A.pdb,158,0.57,0.81,0.91
4W5X_A.pdb,117,-0.45,0.76,0.91
5EPF_A.pdb,154,-0.22,0.77,0.95
2E8E_A.pdb,132,0.02,0.78,0.92
2YMK_A.pdb,46,-1.91,0.56,0.51
1NZ0_A.pdb,108,0.99,0.84,0.87
3P4H_A.pdb,118,0.66,0.82,0.85
2M2Q_A.pdb,32,0.48,0.82,0.78
5K8S_A.pdb,146,0.89,0.83,0.88
7YIL_A.pdb,92,-1.28,0.72,0.85
3K4G_A.pdb,78,-1.15,0.72,0.63
2RDG_A.pdb,192,-0.22,0.77,0.87
7LJP_A.pdb,135,0.83,0.83,0.87
3W42_A.pdb,199,1.1,0.82,0.9
4H17_A.pdb,190,1.46,0.84,0.88
1RZ1_A.pdb,147,-0.7,0.75,0.92
3JUW_A.pdb,162,-0.16,0.77,0.81
8B4B_W.pdb,110,0.44,0.81,0.86
1DTP_A.pdb,190,-3.24,0.65,0.77
8PW2_A.pdb,60,1.22,0.88,0.86
3KTA_B.pdb,165,0.17,0.79,0.77
3RPF_A.pdb,143,0.69,0.82,0.86
4OKV_E.pdb,65,-0.2,0.78,0.93
3E3U_A.pdb,196,1.11,0.82,0.96
2XP1_A.pdb,175,-0.87,0.74,0.91
4UHT_A.pdb,102,0.17,0.8,0.88
3SJH_B.pdb,22,0.29,0.79,0.74
6ZT4_A.pdb,180,-1.42,0.72,0.85
6EF7_A.pdb,124,0.93,0.83,0.88
8AN4_A.pdb,195,-0.65,0.75,0.86
2FI1_A.pdb,187,0.66,0.81,0.93
3V67_A.pdb,132,-0.45,0.76,0.89
3DNX_A.pdb,143,0.42,0.8,0.93
1WWI_A.pdb,145,1.77,0.87,0.87
6W3F_A.pdb,115,0.84,0.83,0.87
6A6F_A.pdb,136,-0.64,0.75,0.88
3OE3_C.pdb,83,-0.2,0.78,0.8
1CSE_I.pdb,63,0.88,0.86,0.9
4H7Y_A.pdb,141,1.02,0.83,0.86
3GA3_A.pdb,133,-1.29,0.71,0.75
3U4V_A.pdb,115,0.15,0.79,0.85
3CED_A.pdb,97,0.1,0.8,0.92
3P2T_A.pdb,194,0.57,0.8,0.83
2KVX_A.pdb,28,0.2,0.78,0.8
7POK_A.pdb,98,-0.78,0.75,0.84
7FCC_A.pdb,146,-0.2,0.77,0.93
5C79_A.pdb,104,-0.14,0.78,0.85
8BPT_A.pdb,139,0.35,0.8,0.92
4IX9_A.pdb,91,-0.04,0.79,0.76
6GAJ_A.pdb,131,-1.6,0.7,0.79
5SZC_A.pdb,115,-1.07,0.73,0.81
6P1E_A.pdb,120,0.85,0.83,0.9
4QPW_A.pdb,142,0.59,0.81,0.92
2QGG_A.pdb,172,-0.62,0.75,0.86
4XIN_A.pdb,114,1.6,0.87,0.89
5FII_A.pdb,76,0.19,0.81,0.73
4G3O_A.pdb,53,-0.23,0.77,0.76
5DJO_A.pdb,158,0.81,0.82,0.77
3ZD2_A.pdb,125,1.21,0.85,0.92
1DW0_A.pdb,112,0.84,0.83,0.92
2LXG_A.pdb,16,0.39,0.81,0.75
4H7L_A.pdb,113,-0.09,0.78,0.9
3K2J_A.pdb,121,-0.21,0.77,0.86
7QFG_A.pdb,136,-0.04,0.78,0.86
6AZH_A.pdb,185,0.35,0.8,0.83
8UH1_B.pdb,40,-0.02,0.76,0.7
5HLJ_A.pdb,169,-0.53,0.76,0.91
1JUV_A.pdb,193,0.19,0.79,0.95
5N4D_D.pdb,18,-1.73,0.56,0.55
5CX7_A.pdb,138,1.18,0.84,0.93
3GLV_A.pdb,122,-0.92,0.73,0.84
2P8I_A.pdb,115,-0.81,0.74,0.86
2QYZ_A.pdb,127,-1.51,0.7,0.77
5X9K_A.pdb,147,-0.41,0.76,0.84
5CM2_M.pdb,124,-1.54,0.7,0.92
1M5Q_1.pdb,124,2.28,0.91,0.87
5X80_A.pdb,137,0.53,0.81,0.84
4QE0_A.pdb,155,-1.14,0.72,0.7
4D5T_A.pdb,151,-0.59,0.75,0.87
3ERM_A.pdb,65,0.78,0.85,0.81
7S5O_A.pdb,156,-0.55,0.75,0.9
3A57_A.pdb,154,0.63,0.81,0.88
3MWZ_A.pdb,111,-0.35,0.77,0.79
1EM9_A.pdb,147,-0.3,0.77,0.81
4Y2F_A.pdb,143,0.93,0.83,0.89
4X33_A.pdb,60,0.17,0.81,0.8
6TPI_B.pdb,101,-0.13,0.78,0.71
7VMB_B.pdb,57,0.07,0.8,0.93
4ABX_A.pdb,167,0.63,0.81,0.92
4WZX_A.pdb,87,1.26,0.87,0.87
3K1Y_A.pdb,176,-1.82,0.7,0.86
1VKU_A.pdb,82,-0.01,0.79,0.8
3UBC_A.pdb,131,0.22,0.79,0.84
2OKM_A.pdb,146,0.11,0.79,0.88
2A26_A.pdb,48,1.31,0.94,0.82
2W87_A.pdb,139,1.64,0.87,0.96
2LK5_A.pdb,36,-1.26,0.61,0.74
1MAI_A.pdb,119,-0.37,0.77,0.9
4HC9_A.pdb,105,-0.96,0.74,0.69
2VPB_A.pdb,57,-1.1,0.7,0.83
3OMT_A.pdb,68,0.17,0.81,0.84
7MWI_A.pdb,109,-0.34,0.77,0.91
2EAQ_A.pdb,89,0.41,0.82,0.9
7X43_A.pdb,37,1.09,0.89,0.84
3K12_A.pdb,113,-0.53,0.76,0.85
5BTY_A.pdb,133,1.53,0.86,0.94
1RTT_A.pdb,174,0.43,0.8,0.9
1S5U_A.pdb,129,-0.15,0.77,0.84
6QWV_A.pdb,143,-0.39,0.76,0.9
4EVE_A.pdb,144,0.34,0.8,0.86
3ZYW_A.pdb,108,0.12,0.8,0.89
7YRB_A.pdb,83,-0.75,0.75,0.88
1G6G_A.pdb,127,1.29,0.85,0.86
3F6V_A.pdb,96,0.33,0.81,0.84
2GPE_A.pdb,47,-0.38,0.74,0.82
3BDE_A.pdb,98,-0.44,0.77,0.88
5DS2_A.pdb,94,0.24,0.81,0.78
3VTO_A.pdb,99,-1.39,0.72,0.68
1DHG_A.pdb,36,0.28,0.79,0.85
2QML_A.pdb,184,-0.3,0.77,0.88
2RE3_A.pdb,178,0.47,0.8,0.89
4WFQ_A.pdb,192,-0.44,0.76,0.87
3N08_A.pdb,151,1.48,0.85,0.91
1F1M_A.pdb,162,0.31,0.79,0.85
6HK9_A.pdb,74,1.71,0.91,0.81
3AKB_A.pdb,166,1.11,0.83,0.92
5LY0_A.pdb,108,1.22,0.86,0.92
3CG0_A.pdb,126,-0.07,0.78,0.86
3X2M_A.pdb,180,1.18,0.83,0.96
6ZRN_C.pdb,51,0.92,0.89,0.78
7BWN_B.pdb,32,0.33,0.8,0.69
2FB0_A.pdb,91,-1.23,0.72,0.85
7KH8_A.pdb,155,0.26,0.79,0.87
1GZ2_A.pdb,133,0.59,0.81,0.9
4XQM_A.pdb,94,0.33,0.81,0.84
6EZI_A.pdb,86,1.13,0.86,0.84
4P3H_A.pdb,190,0.54,0.8,0.85
1GV5_A.pdb,52,0.82,0.87,0.71
1SV0_C.pdb,82,0.28,0.81,0.89
4YUD_A.pdb,87,-0.42,0.77,0.79
2BZU_A.pdb,159,0.33,0.8,0.9
2Y0O_A.pdb,169,1.89,0.87,0.88
3PCV_A.pdb,146,-0.82,0.74,0.88
4YTO_A.pdb,95,2.58,0.93,0.86
1MX2_A.pdb,156,0.84,0.82,0.89
7M10_A.pdb,68,-1.03,0.73,0.79
2HYJ_A.pdb,193,0.84,0.81,0.88
5F0Q_A.pdb,187,-1.36,0.73,0.86
2XI8_A.pdb,66,0.34,0.82,0.78
1ZAV_A.pdb,178,0.69,0.81,0.85
1VIM_A.pdb,192,0.84,0.81,0.87
6MRO_A.pdb,194,0.28,0.79,0.91
3LAG_A.pdb,92,-0.59,0.76,0.88
3DT5_A.pdb,118,-1.02,0.73,0.92
3IMI_A.pdb,142,0.07,0.79,0.85
5M97_A.pdb,65,1.12,0.87,0.85
4PT7_A.pdb,131,0.45,0.81,0.86
4YK2_A.pdb,107,1.14,0.85,0.91
3EOI_A.pdb,123,1.21,0.85,0.87
6Z5Y_A.pdb,177,0.74,0.81,0.95
2YZK_A.pdb,173,1.37,0.84,0.86
5Y3T_B.pdb,157,1.88,0.87,0.8
4YE0_A.pdb,100,-0.35,0.77,0.82
4EO0_A.pdb,106,-0.56,0.76,0.88
1ZRW_A.pdb,25,-5.13,0.16,0.38
2Y75_B.pdb,128,1.43,0.86,0.82
8P0S_A.pdb,129,2.99,0.94,0.8
7PV5_A.pdb,75,0.67,0.84,0.87
4RW0_A.pdb,178,0.4,0.8,0.79
8QFN_A.pdb,151,0.39,0.8,0.9
3ON4_A.pdb,186,0.13,0.79,0.88
1JKG_A.pdb,139,0.19,0.79,0.87
3IU5_A.pdb,114,0.35,0.81,0.89
4CBK_A.pdb,68,-0.86,0.74,0.69
5XOP_A.pdb,66,1.02,0.87,0.83
1Y5H_A.pdb,118,0.34,0.8,0.88
1TXQ_B.pdb,64,1.18,0.88,0.76
3D4R_A.pdb,153,0.62,0.81,0.82
3BDV_A.pdb,186,-0.13,0.78,0.85
5L04_B.pdb,37,-0.73,0.68,0.61
2X5Y_A.pdb,171,0.23,0.79,0.9
8FIH_A.pdb,105,3.03,0.95,0.85
3R27_A.pdb,84,0.28,0.81,0.87
2CFX_A.pdb,140,-0.13,0.77,0.87
7F5I_A.pdb,153,0.45,0.8,0.95
2P65_A.pdb,185,0.65,0.81,0.71
3OKX_B.pdb,148,0.31,0.8,0.86
8H17_A.pdb,155,-0.74,0.74,0.9
1HRL_A.pdb,23,-1.61,0.57,0.46
7ZOB_A.pdb,134,0.34,0.8,0.91
7RGT_A.pdb,107,0.77,0.83,0.85
3D9N_A.pdb,138,0.87,0.83,0.84
3O2P_E.pdb,86,0.87,0.85,0.82
1EZ3_A.pdb,124,1.63,0.87,0.82
1ZK8_A.pdb,176,0.68,0.81,0.84
4LHP_A.pdb,131,-0.06,0.78,0.91
1BEA_A.pdb,116,-0.4,0.76,0.94
7RIJ_A.pdb,30,0.11,0.77,0.78
7JOD_I.pdb,166,0.44,0.8,0.91
1UFB_A.pdb,127,1.38,0.86,0.87
3CE7_A.pdb,90,-0.1,0.79,0.86
1PDO_A.pdb,129,0.59,0.81,0.92
4NKP_A.pdb,135,-0.12,0.78,0.72
1A73_A.pdb,162,-0.96,0.73,0.78
7TLH_A.pdb,124,-0.31,0.77,0.93
2NOG_A.pdb,157,0.54,0.81,0.86
3TFZ_A.pdb,168,-0.5,0.76,0.88
2RE9_A.pdb,164,-2.3,0.68,0.86
4Q95_A.pdb,141,-0.02,0.78,0.73
1ZFO_A.pdb,30,-2.82,0.43,0.83
2CYE_C.pdb,129,0.64,0.82,0.84
6KIS_A.pdb,157,0.3,0.79,0.9
3IWL_A.pdb,66,-0.02,0.8,0.83
3UO3_A.pdb,174,0.96,0.82,0.89
5UA6_A.pdb,22,-1.24,0.61,0.55
5BU3_A.pdb,181,1.05,0.83,0.92
4IAJ_A.pdb,74,0.13,0.81,0.83
5W3R_A.pdb,114,0.04,0.79,0.8
5IJJ_A.pdb,175,0.54,0.8,0.92
2REM_A.pdb,190,0.9,0.82,0.91
6WES_A.pdb,158,-1.4,0.71,0.92
6WFN_A.pdb,151,-0.15,0.77,0.87
6RPP_A.pdb,168,1.21,0.84,0.85
4FD9_A.pdb,92,-0.44,0.77,0.92
3D4U_B.pdb,74,1.03,0.87,0.86
5NTB_A.pdb,110,1.54,0.87,0.95
6CNW_A.pdb,116,1.58,0.87,0.86
1Y9I_A.pdb,158,-0.28,0.77,0.83
4PZ1_A.pdb,97,0.23,0.81,0.79
4X9C_A.pdb,57,1.06,0.88,0.85
1LPB_A.pdb,85,-1.77,0.69,0.77
4NXY_A.pdb,176,0.99,0.82,0.9
4A42_A.pdb,126,0.06,0.79,0.85
1EAI_C.pdb,61,-0.58,0.75,0.88
1P71_A.pdb,94,-0.11,0.79,0.82
7VKJ_A.pdb,104,0.04,0.79,0.9
4CC2_A.pdb,64,0.13,0.8,0.81
7FF5_A.pdb,84,-0.37,0.77,0.86
5WWW_A.pdb,94,1.55,0.88,0.86
2WM8_A.pdb,170,0.42,0.8,0.89
3CGG_A.pdb,184,-0.05,0.78,0.88
2IHD_A.pdb,127,-0.91,0.74,0.86
2MN9_A.pdb,20,-2.57,0.46,0.31
2D68_B.pdb,77,-0.93,0.73,0.73
3X0I_A.pdb,159,0.22,0.79,0.93
2Y9U_A.pdb,67,0.1,0.8,0.85
4GZN_C.pdb,59,-0.72,0.74,0.86
1KTX_A.pdb,37,-4.04,0.28,0.47
7RGJ_B.pdb,157,1.2,0.84,0.89
7XC3_A.pdb,127,0.73,0.82,0.87
8H5V_A.pdb,123,-0.3,0.77,0.91
3F7E_A.pdb,126,1.16,0.85,0.83
2H09_A.pdb,127,0.9,0.83,0.86
4E2U_A.pdb,168,1.32,0.84,0.87
3P6Z_C.pdb,7,2.02,1.0,0.0
6C74_A.pdb,111,-1.11,0.73,0.89
2LER_A.pdb,11,-3.28,0.37,0.58
6BTY_A.pdb,122,0.56,0.81,0.9
7R1L_A.pdb,46,0.97,0.89,0.8
4UYP_A.pdb,144,0.54,0.81,0.94
3CUO_A.pdb,98,0.18,0.8,0.82
5ME5_B.pdb,37,-0.15,0.74,0.53
2Z30_B.pdb,65,-0.37,0.77,0.58
2A15_A.pdb,133,0.89,0.83,0.89
6TY0_A.pdb,97,0.48,0.82,0.95
6Q10_A.pdb,148,0.83,0.82,0.93
4CPA_I.pdb,36,-2.97,0.41,0.67
3P1G_A.pdb,157,1.2,0.84,0.89
2JQ1_A.pdb,19,-3.24,0.38,0.24
2ETS_A.pdb,112,-0.38,0.77,0.87
7PRJ_A.pdb,55,0.85,0.86,0.88
3GRD_A.pdb,128,-0.22,0.77,0.82
1COZ_A.pdb,126,-0.19,0.77,0.87
6P5H_A.pdb,98,-0.52,0.76,0.93
6UOF_A.pdb,114,-0.08,0.78,0.81
6CNZ_A.pdb,161,0.99,0.83,0.94
5Y5Q_A.pdb,148,-0.53,0.75,0.88
2XC8_A.pdb,118,0.3,0.8,0.87
7T7Z_A.pdb,154,0.23,0.79,0.95
4FGC_A.pdb,139,-0.94,0.73,0.88
3NRV_C.pdb,137,0.3,0.8,0.79
2W3O_A.pdb,100,1.64,0.88,0.9
6YDR_A.pdb,129,-0.44,0.76,0.86
6G8Y_A.pdb,92,0.53,0.82,0.8
4ABM_A.pdb,79,1.94,0.92,0.79
1SCY_A.pdb,31,-0.76,0.67,0.69
7UBJ_A.pdb,146,-0.15,0.77,0.85
6Y2C_A.pdb,72,1.22,0.87,0.84
7QS2_A.pdb,172,1.52,0.85,0.91
7DTL_A.pdb,61,1.45,0.9,0.82
7S5S_B.pdb,165,-0.07,0.78,0.92
4HLS_A.pdb,97,-0.44,0.77,0.77
2EW0_A.pdb,173,2.16,0.88,0.88
3G5P_A.pdb,183,0.33,0.8,0.92
7S4N_B.pdb,63,0.53,0.83,0.83
6UT9_A.pdb,161,0.21,0.79,0.88
1EJB_A.pdb,168,-0.31,0.77,0.86
1UUJ_A.pdb,74,1.47,0.9,0.79
1W4R_A.pdb,174,-1.25,0.73,0.89
2LK6_A.pdb,36,-2.93,0.42,0.64
1WHI_A.pdb,122,1.42,0.86,0.82
4UF1_A.pdb,135,-0.34,0.76,0.81
3G74_B.pdb,85,-1.32,0.71,0.78
2BFW_A.pdb,196,1.76,0.85,0.89
1BGF_A.pdb,124,0.33,0.8,0.88
6PX0_A.pdb,135,0.35,0.8,0.88
7RMR_A.pdb,30,0.63,0.84,0.76
1ZX3_A.pdb,83,0.04,0.8,0.88
5LHX_A.pdb,87,1.04,0.86,0.84
2FUL_B.pdb,159,0.65,0.81,0.87
2PKD_A.pdb,107,-1.48,0.71,0.84
5WJC_B.pdb,14,-0.75,0.67,0.73
1OJH_A.pdb,50,0.2,0.81,0.79
2P39_A.pdb,142,-1.04,0.73,0.84
4FTF_A.pdb,109,1.04,0.84,0.91
8AHQ_C.pdb,78,-0.44,0.76,0.84
3IWT_A.pdb,166,0.73,0.81,0.94
7YFJ_A.pdb,97,2.01,0.9,0.81
3GYD_A.pdb,172,0.35,0.8,0.87
7YF5_A.pdb,174,0.84,0.82,0.87
4DGF_A.pdb,120,1.12,0.84,0.88
4GOS_A.pdb,115,0.12,0.79,0.88
6XXV_C.pdb,111,0.78,0.83,0.75
3T92_A.pdb,113,1.73,0.88,0.74
7ZJF_A.pdb,105,0.41,0.81,0.89
6OF8_A.pdb,131,-0.77,0.74,0.84
3L2H_A.pdb,153,0.62,0.81,0.77
1AOC_A.pdb,152,-0.2,0.77,0.89
1YHF_A.pdb,108,-0.42,0.77,0.83
2X2S_B.pdb,152,-0.08,0.78,0.93
7YDO_A.pdb,73,-1.31,0.71,0.73
8DGL_A.pdb,67,0.66,0.84,0.84
4MTU_A.pdb,143,-0.23,0.77,0.93
1ZTD_A.pdb,125,0.34,0.8,0.83
1UCR_A.pdb,74,0.35,0.82,0.8
5Y6H_A.pdb,110,0.09,0.79,0.87
6AHX_A.pdb,60,0.86,0.86,0.88
3NEQ_A.pdb,66,0.22,0.81,0.81
4YMR_A.pdb,134,-1.43,0.71,0.85
5SVV_A.pdb,116,0.93,0.84,0.91
5EMB_A.pdb,96,1.63,0.88,0.86
2E5Y_A.pdb,133,1.22,0.85,0.82
1WBA_A.pdb,171,0.22,0.79,0.91
4NBP_A.pdb,129,-1.47,0.7,0.8
3T6O_A.pdb,115,-1.51,0.71,0.88
2XOV_A.pdb,181,-1.87,0.7,0.72
7ET5_A.pdb,99,0.47,0.82,0.86
5VS7_A.pdb,119,0.41,0.81,0.88
3WUR_A.pdb,162,0.37,0.8,0.85
6FXD_A.pdb,128,0.31,0.8,0.85
4H2D_A.pdb,158,0.53,0.81,0.91
6JUI_A.pdb,102,-0.49,0.77,0.79
1MJN_A.pdb,179,-0.05,0.78,0.86
4FQG_A.pdb,186,0.03,0.78,0.83
2QYB_A.pdb,147,1.15,0.84,0.87
1SFU_A.pdb,70,-1.0,0.73,0.81
1MKZ_A.pdb,168,0.13,0.79,0.91
7RN3_A.pdb,30,-0.43,0.71,0.71
3IB6_A.pdb,179,-0.5,0.76,0.92
4LIJ_A.pdb,72,1.82,0.91,0.77
5EQZ_A.pdb,138,1.25,0.85,0.94
1ZUU_A.pdb,56,0.04,0.8,0.89
3PD7_A.pdb,94,0.67,0.83,0.88
3JV1_A.pdb,182,0.87,0.82,0.9
7BAH_A.pdb,121,-0.71,0.75,0.88
7JL4_A.pdb,190,-0.61,0.76,0.88
4KG0_A.pdb,157,0.07,0.78,0.9
3OQ4_A.pdb,124,-0.26,0.77,0.82
7Y3L_A.pdb,57,-1.0,0.71,0.78
6VL2_A.pdb,17,-3.07,0.4,0.29
8AID_A.pdb,141,1.26,0.85,0.95
4HWM_A.pdb,113,1.33,0.86,0.88
7BR1_A.pdb,164,0.95,0.82,0.96
2I61_A.pdb,62,0.66,0.84,0.97
3NKL_A.pdb,120,0.24,0.8,0.84
2BES_A.pdb,157,0.99,0.83,0.89
4NTW_B.pdb,59,-1.41,0.68,0.87
3GX8_A.pdb,111,1.38,0.86,0.91
6OVP_A.pdb,118,-0.08,0.78,0.86
4Z5H_A.pdb,72,-0.01,0.8,0.84
7Y5Y_A.pdb,152,0.82,0.82,0.94
1R2Q_A.pdb,170,-0.27,0.77,0.86
6HIP_A.pdb,104,0.46,0.82,0.9
6ZC7_B.pdb,94,2.13,0.91,0.81
1EMX_A.pdb,30,-4.75,0.2,0.69
3DXE_A.pdb,124,-1.31,0.71,0.89
7VLD_D.pdb,148,-1.2,0.72,0.9
1NTV_A.pdb,152,0.6,0.81,0.88
2YGN_A.pdb,140,0.11,0.79,0.83
5ABY_B.pdb,39,0.94,0.87,0.76
1KLL_A.pdb,125,-0.14,0.78,0.82
3M9Z_A.pdb,124,-1.17,0.72,0.8
3FM2_A.pdb,131,0.67,0.82,0.86
3GBW_A.pdb,159,0.63,0.81,0.85
1C52_A.pdb,128,0.38,0.8,0.88
2F01_A.pdb,121,0.79,0.83,0.84
2ZC2_A.pdb,74,-0.06,0.79,0.83
3GZ8_A.pdb,154,-0.89,0.74,0.85
3EQZ_A.pdb,124,-0.15,0.78,0.93
2QCK_A.pdb,155,-0.14,0.77,0.84
2W8X_A.pdb,72,-0.63,0.76,0.86
3BV8_A.pdb,84,1.26,0.87,0.85
5V0Y_A.pdb,21,0.47,0.82,0.67
6DQP_A.pdb,172,-0.75,0.75,0.89
6JX3_B.pdb,85,0.79,0.84,0.87
5HMB_A.pdb,125,-0.52,0.76,0.92
4CKM_B.pdb,144,-0.29,0.77,0.88
5O75_A.pdb,71,0.12,0.8,0.87
3BYW_A.pdb,155,-1.14,0.72,0.77
4NOF_A.pdb,111,-0.08,0.78,0.85
4XPM_B.pdb,67,0.56,0.84,0.8
4WJT_A.pdb,146,0.18,0.79,0.81
1QO0_D.pdb,189,0.1,0.79,0.87
7B67_A.pdb,154,0.17,0.79,0.93
2W0G_A.pdb,123,-0.77,0.74,0.82
7C8S_A.pdb,156,0.61,0.81,0.89
2CKX_A.pdb,83,-0.63,0.76,0.81
1PZ4_A.pdb,113,0.39,0.81,0.8
1ZRV_A.pdb,25,-0.37,0.72,0.35
8IJ0_A.pdb,141,0.69,0.82,0.89
3G8K_A.pdb,127,-2.63,0.65,0.79
1Y32_A.pdb,24,-3.65,0.33,0.38
2GPI_A.pdb,89,-0.75,0.75,0.87
1L8R_A.pdb,100,-0.93,0.74,0.92
8EM5_A.pdb,92,1.25,0.86,0.89
6P20_D.pdb,87,-0.13,0.79,0.95
6AZA_A.pdb,17,1.59,0.95,0.47
4N3T_A.pdb,153,0.5,0.81,0.9
3ZDM_A.pdb,69,-0.51,0.76,0.73
7TRV_A.pdb,87,0.5,0.83,0.75
1O4W_A.pdb,123,0.64,0.82,0.83
3KVT_A.pdb,103,-0.8,0.75,0.82
3X34_A.pdb,87,0.5,0.82,0.8
5XO4_A.pdb,21,-1.18,0.62,0.51
1N08_A.pdb,154,0.67,0.81,0.84
3LR2_A.pdb,125,0.99,0.84,0.86
2MVH_A.pdb,26,-3.85,0.31,0.49
4OE9_A.pdb,116,-0.49,0.76,0.82
2JJV_B.pdb,115,0.6,0.82,0.84
3L9A_X.pdb,80,-0.2,0.78,0.82
3EJG_A.pdb,165,0.1,0.79,0.92
3NPP_A.pdb,86,-1.11,0.73,0.82
2UVP_A.pdb,180,0.34,0.8,0.86
6ZC2_A.pdb,137,1.04,0.84,0.9
8HXS_A.pdb,100,-0.86,0.75,0.9
4OI3_A.pdb,79,-0.08,0.79,0.84
3PLU_A.pdb,74,-0.4,0.77,0.85
6LAC_A.pdb,171,-0.13,0.78,0.9
7O5Y_A.pdb,124,-0.38,0.76,0.84
6J0D_A.pdb,85,-0.89,0.74,0.89
5VG0_A.pdb,142,0.63,0.81,0.95
6UTC_A.pdb,91,0.84,0.84,0.89
6J4K_A.pdb,60,0.52,0.83,0.79
1ZXQ_A.pdb,192,-1.05,0.74,0.9
1U61_A.pdb,126,-0.05,0.78,0.85
1TJX_A.pdb,157,0.63,0.81,0.86
8GYR_B.pdb,183,0.45,0.8,0.88
4HYL_A.pdb,109,-0.67,0.75,0.84
5XBN_A.pdb,122,0.14,0.79,0.9
3QOC_A.pdb,127,-0.55,0.75,0.87
8W8T_A.pdb,123,-1.82,0.69,0.89
1QSM_A.pdb,150,-1.68,0.7,0.88
3HKL_A.pdb,141,-0.48,0.76,0.9
2GHT_A.pdb,180,0.63,0.81,0.88
6Y24_A.pdb,80,2.17,0.94,0.85
4LD1_A.pdb,157,2.2,0.89,0.77
3PLW_A.pdb,110,0.25,0.8,0.9
1ELW_A.pdb,117,0.69,0.82,0.89
1P4U_A.pdb,145,1.59,0.86,0.82
