model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
7E5B_C.pdb,91,-0.04,0.79,0.79
3MAO_A.pdb,105,0.71,0.83,0.81
1M55_A.pdb,193,0.35,0.79,0.83
5DZD_A.pdb,37,1.12,0.89,0.6
4WH9_A.pdb,177,-0.64,0.75,0.9
5X9J_A.pdb,151,0.45,0.8,0.95
7SOQ_A.pdb,90,0.14,0.8,0.88
3F9S_A.pdb,140,1.15,0.84,0.93
6BTV_A.pdb,33,-1.45,0.59,0.63
5ELK_A.pdb,121,-1.58,0.7,0.9
6IGG_A.pdb,170,-0.01,0.78,0.9
4DLH_A.pdb,177,0.79,0.81,0.86
6BVC_A.pdb,154,-0.66,0.75,0.86
5JU7_A.pdb,107,0.02,0.79,0.89
1SQW_A.pdb,176,-0.24,0.77,0.89
6L5H_A.pdb,81,2.79,0.98,0.91
3CZ1_A.pdb,117,0.64,0.82,0.82
4MCJ_B.pdb,145,-0.33,0.77,0.84
4A20_A.pdb,80,-0.35,0.77,0.84
1WZ3_A.pdb,84,-1.13,0.73,0.56
3FET_A.pdb,162,-0.7,0.75,0.87
6OZX_A.pdb,78,2.28,0.95,0.84
2W25_A.pdb,147,0.33,0.8,0.86
7P3A_A.pdb,95,-1.01,0.74,0.9
7YTA_B.pdb,140,-0.82,0.74,0.85
1SCO_A.pdb,38,-1.08,0.63,0.64
1G1T_A.pdb,157,-0.15,0.77,0.83
1ATZ_A.pdb,184,0.36,0.8,0.88
2H3L_A.pdb,103,0.92,0.84,0.83
5TOH_A.pdb,52,0.18,0.8,0.82
4QPO_A.pdb,53,-0.76,0.72,0.81
1JD1_A.pdb,126,-0.29,0.77,0.87
3TJY_A.pdb,74,1.05,0.87,0.84
1UJ8_A.pdb,73,0.58,0.84,0.8
6SQW_A.pdb,114,0.44,0.81,0.81
3LIY_A.pdb,116,-0.23,0.77,0.85
3AKS_A.pdb,189,3.02,0.91,0.89
1LR5_A.pdb,160,0.83,0.82,0.92
2GAN_A.pdb,179,-0.89,0.74,0.74
1N71_A.pdb,180,0.52,0.8,0.89
3E7H_A.pdb,102,-0.19,0.78,0.72
4TS6_A.pdb,126,-0.16,0.78,0.9
7R4U_A.pdb,156,0.46,0.8,0.93
2P19_A.pdb,148,0.42,0.8,0.89
3S35_X.pdb,112,-0.71,0.75,0.79
7O0S_B.pdb,103,-0.23,0.78,0.81
5FEB_A.pdb,122,-0.33,0.77,0.84
5N5F_A.pdb,91,-0.56,0.76,0.87
2C3G_A.pdb,98,-2.15,0.67,0.88
1H9S_A.pdb,138,-0.18,0.77,0.88
5EVH_A.pdb,118,0.22,0.8,0.92
3LQW_A.pdb,129,-0.11,0.78,0.89
2F07_A.pdb,197,-1.34,0.73,0.89
5I29_A.pdb,139,0.8,0.82,0.87
4K9Z_A.pdb,141,-0.1,0.78,0.93
6IY4_I.pdb,93,0.35,0.81,0.9
1QC7_A.pdb,101,-0.13,0.79,0.8
3DI5_A.pdb,144,-1.51,0.71,0.85
5O45_A.pdb,129,-0.3,0.77,0.82
6SCQ_A.pdb,72,-0.58,0.76,0.86
6DEY_A.pdb,141,0.19,0.79,0.91
3HSH_A.pdb,56,0.48,0.83,0.73
2I79_A.pdb,171,0.15,0.79,0.91
1X0G_B.pdb,110,-3.98,0.58,0.47
8FCF_C.pdb,83,1.85,0.91,0.83
3FLH_A.pdb,115,-1.1,0.73,0.84
7KII_A.pdb,103,-0.49,0.77,0.87
3ZT9_A.pdb,192,2.31,0.87,0.93
2MSB_A.pdb,112,-0.03,0.79,0.9
8BXA_A.pdb,99,-0.35,0.77,0.79
3IBW_A.pdb,76,-0.01,0.79,0.86
4EW5_A.pdb,101,1.19,0.85,0.9
1BGK_A.pdb,37,-2.78,0.43,0.78
3H2D_A.pdb,144,-1.81,0.69,0.79
5BY5_A.pdb,115,0.92,0.84,0.89
6CVQ_A.pdb,180,-0.19,0.77,0.89
7XI5_A.pdb,57,0.17,0.81,0.87
4P09_A.pdb,177,0.07,0.78,0.82
1F3M_A.pdb,70,0.47,0.83,0.7
1ILK_A.pdb,151,-0.41,0.76,0.71
2POI_A.pdb,78,-0.52,0.76,0.91
2CG4_A.pdb,149,-0.23,0.77,0.88
2EHW_A.pdb,114,0.53,0.82,0.83
3RMI_A.pdb,105,1.69,0.88,0.87
6GS5_A.pdb,13,-0.18,0.74,0.49
5WB4_A.pdb,188,-0.44,0.76,0.87
5X56_A.pdb,103,0.5,0.82,0.87
3HDU_A.pdb,143,-1.85,0.69,0.7
3KFF_A.pdb,152,1.01,0.83,0.85
7AL1_A.pdb,85,0.61,0.83,0.91
2XZ4_A.pdb,165,0.82,0.82,0.93
4RS7_A.pdb,84,0.57,0.83,0.81
6CEQ_A.pdb,111,0.55,0.82,0.89
7SYB_A.pdb,103,1.05,0.85,0.88
7UAW_A.pdb,125,0.54,0.81,0.88
4HOI_A.pdb,113,-0.99,0.74,0.83
5IQJ_A.pdb,131,-0.09,0.78,0.92
8EBB_A.pdb,169,-0.58,0.75,0.94
4RKH_E.pdb,51,-0.48,0.74,0.76
5KCI_A.pdb,184,0.12,0.79,0.91
1RK8_C.pdb,33,0.65,0.84,0.84
5LCY_A.pdb,88,0.78,0.84,0.89
1T2Y_A.pdb,25,-5.05,0.17,0.57
6TM6_A.pdb,97,-0.43,0.77,0.86
5K21_A.pdb,121,1.66,0.87,0.91
3LLV_A.pdb,131,1.39,0.86,0.88
1ZSO_A.pdb,153,0.29,0.79,0.89
3QZX_A.pdb,190,-0.16,0.77,0.88
3K7C_A.pdb,106,-0.09,0.79,0.84
3OSG_D.pdb,103,0.75,0.83,0.84
1EJ0_A.pdb,180,1.59,0.85,0.92
5D7U_A.pdb,53,1.13,0.89,0.8
6O6O_A.pdb,190,-0.31,0.77,0.87
3OWC_A.pdb,169,0.21,0.79,0.84
3FLV_A.pdb,92,1.24,0.86,0.87
3FIL_A.pdb,55,1.08,0.88,0.8
4YME_A.pdb,151,0.41,0.8,0.9
6ZDY_A.pdb,108,0.18,0.8,0.88
4O9L_A.pdb,96,-0.33,0.78,0.9
6NSV_A.pdb,128,-0.28,0.77,0.87
3EWI_A.pdb,157,-0.54,0.75,0.93
1CCZ_A.pdb,171,-1.91,0.7,0.84
3MEU_A.pdb,173,0.66,0.81,0.86
5OMT_A.pdb,109,-0.39,0.77,0.88
2HUH_A.pdb,144,0.27,0.8,0.87
5B0H_A.pdb,133,0.78,0.82,0.94
7Z8Z_A.pdb,61,1.26,0.89,0.72
3HQX_A.pdb,104,1.12,0.85,0.92
1B33_N.pdb,67,-0.75,0.75,0.72
2QIH_A.pdb,136,0.89,0.83,0.9
7MCC_A.pdb,190,2.35,0.88,0.88
4AIK_A.pdb,139,-0.06,0.78,0.83
1XSV_A.pdb,104,1.3,0.86,0.79
4WFT_A.pdb,94,0.19,0.8,0.86
1VB8_A.pdb,30,-0.4,0.71,0.61
7E4V_A.pdb,74,0.96,0.86,0.88
3E8V_A.pdb,82,0.25,0.81,0.89
4PHJ_A.pdb,173,1.43,0.84,0.89
5LXF_A.pdb,146,-0.33,0.77,0.86
3NEC_A.pdb,161,0.91,0.82,0.93
1CXY_A.pdb,81,0.96,0.86,0.86
7N1Z_A.pdb,15,0.5,0.82,0.7
2DXA_A.pdb,154,1.76,0.87,0.87
3CA7_A.pdb,50,0.13,0.8,0.92
4H4N_A.pdb,62,0.1,0.8,0.9
2DM9_A.pdb,118,1.53,0.87,0.84
7AX5_A.pdb,89,-2.45,0.64,0.73
5EID_A.pdb,123,0.21,0.8,0.93
2MBD_A.pdb,27,0.73,0.85,0.63
2GEC_A.pdb,134,1.37,0.85,0.91
7B7J_A.pdb,91,-0.68,0.75,0.82
6ENI_A.pdb,104,0.79,0.83,0.81
6XZ3_A.pdb,123,-0.28,0.77,0.92
5E3E_B.pdb,113,0.34,0.81,0.87
3RGQ_A.pdb,156,0.3,0.79,0.91
2F1F_A.pdb,163,0.82,0.82,0.86
8CSH_A.pdb,53,0.41,0.83,0.81
2IML_A.pdb,188,0.55,0.8,0.84
4MVE_A.pdb,141,0.12,0.79,0.89
1ZX8_A.pdb,124,0.84,0.83,0.88
2A61_A.pdb,142,1.92,0.88,0.87
1DXG_A.pdb,36,0.52,0.82,0.78
3UUL_A.pdb,115,0.39,0.81,0.82
1IDP_A.pdb,147,-0.49,0.76,0.91
4JYS_A.pdb,132,0.28,0.8,0.91
3L34_A.pdb,118,-0.55,0.76,0.8
2JX6_A.pdb,33,-4.95,0.18,0.53
3FIQ_A.pdb,154,0.39,0.8,0.9
2DTJ_A.pdb,164,0.39,0.8,0.87
8AV2_A.pdb,191,-0.2,0.77,0.84
3USH_A.pdb,113,1.19,0.85,0.91
5I5A_A.pdb,35,0.01,0.76,0.71
5YZ4_A.pdb,133,-0.37,0.76,0.78
1FLT_X.pdb,95,0.14,0.8,0.86
6F1K_A.pdb,119,-0.2,0.77,0.88
1X3K_A.pdb,152,-0.62,0.75,0.91
1Z4E_A.pdb,150,-0.08,0.78,0.91
4N04_A.pdb,110,-0.27,0.77,0.9
1S7H_A.pdb,186,-0.05,0.78,0.92
2F0C_A.pdb,147,0.4,0.8,0.9
1UAD_C.pdb,92,0.98,0.85,0.86
1BTN_A.pdb,106,-0.72,0.75,0.87
4B4Y_A.pdb,149,-0.49,0.76,0.88
2OPG_A.pdb,98,1.04,0.85,0.83
3DR6_A.pdb,168,-0.61,0.75,0.8
5EEQ_A.pdb,103,-1.05,0.74,0.86
4TR3_A.pdb,184,-0.48,0.76,0.91
3ZZY_A.pdb,106,0.44,0.81,0.85
7VP8_A.pdb,168,0.57,0.81,0.89
5LDD_A.pdb,155,0.16,0.79,0.83
4YHV_A.pdb,135,0.07,0.79,0.89
2OHW_A.pdb,128,0.6,0.81,0.89
2J9W_A.pdb,101,0.06,0.8,0.87
5F29_A.pdb,69,0.98,0.86,0.86
1OD3_A.pdb,132,0.84,0.83,0.9
1OIO_A.pdb,178,1.27,0.84,0.92
3IFN_P.pdb,6,-2.55,0.46,0.0
2EBY_A.pdb,102,0.1,0.8,0.85
4PU7_A.pdb,71,-0.08,0.79,0.79
1T4O_A.pdb,81,0.03,0.8,0.74
2OD0_A.pdb,100,0.08,0.8,0.85
2IBL_A.pdb,108,0.02,0.79,0.64
3C97_A.pdb,120,0.25,0.8,0.9
7FGN_A.pdb,75,0.13,0.81,0.86
3R72_A.pdb,122,1.12,0.84,0.89
1WAA_A.pdb,92,-0.86,0.74,0.81
4USL_A.pdb,173,1.09,0.83,0.8
4KQD_A.pdb,114,0.22,0.8,0.78
1S4C_B.pdb,155,-0.72,0.74,0.87
6TCT_A.pdb,125,0.19,0.79,0.93
5CHL_A.pdb,68,-1.82,0.67,0.85
4HI6_A.pdb,138,0.05,0.78,0.86
5BPX_A.pdb,153,1.18,0.84,0.94
6I05_A.pdb,76,0.27,0.81,0.84
4Q2U_A.pdb,83,-0.49,0.76,0.79
4K7B_A.pdb,111,1.13,0.85,0.78
2B5B_A.pdb,36,-5.44,0.12,0.76
2NWI_A.pdb,160,-0.12,0.77,0.87
2QJZ_A.pdb,117,0.19,0.8,0.85
4EC6_A.pdb,108,-0.39,0.77,0.88
4LD6_A.pdb,117,-0.13,0.78,0.91
6S9T_A.pdb,159,-0.54,0.75,0.82
7X5D_A.pdb,99,2.62,0.94,0.82
4PAV_B.pdb,125,-0.23,0.77,0.76
7JZS_A.pdb,182,-1.35,0.72,0.85
3I5R_A.pdb,81,-0.11,0.79,0.86
1WNA_A.pdb,123,0.89,0.83,0.85
7RII_A.pdb,30,0.62,0.83,0.77
5XBI_B.pdb,148,0.91,0.83,0.86
3K86_A.pdb,164,-1.57,0.71,0.93
7VSP_A.pdb,87,-2.44,0.64,0.85
5JDK_A.pdb,104,0.74,0.83,0.89
3E4V_A.pdb,173,0.12,0.79,0.91
3FDW_A.pdb,130,-0.66,0.75,0.87
4PT1_A.pdb,129,-0.39,0.76,0.93
3T9O_B.pdb,120,-1.46,0.71,0.77
1EPA_A.pdb,160,-2.8,0.65,0.84
3RJ2_X.pdb,133,-1.02,0.73,0.93
4M44_B.pdb,171,-0.82,0.74,0.8
1SMO_A.pdb,113,0.07,0.79,0.85
3H31_A.pdb,74,-0.51,0.76,0.92
7FD1_A.pdb,106,-1.18,0.73,0.93
5K3Q_A.pdb,43,-0.39,0.72,0.83
5AIZ_A.pdb,108,-0.17,0.78,0.92
2Z3V_A.pdb,137,2.02,0.89,0.89
2JEK_A.pdb,140,-0.02,0.78,0.89
6DB1_A.pdb,130,-2.31,0.66,0.7
5HU3_B.pdb,15,0.03,0.77,0.0
8GQQ_A.pdb,99,0.31,0.81,0.89
5IWH_A.pdb,97,-0.46,0.77,0.84
4YK3_A.pdb,120,1.04,0.84,0.9
1MN8_A.pdb,95,-0.61,0.76,0.86
2C92_A.pdb,147,-0.11,0.78,0.84
2P5K_A.pdb,63,0.95,0.86,0.8
