model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
7VIM_A.pdb,64,0.34,0.82,0.86
2QE9_B.pdb,160,-1.81,0.69,0.85
1LXJ_A.pdb,101,-0.19,0.78,0.86
4MH4_A.pdb,138,-0.12,0.77,0.9
2II8_B.pdb,104,0.98,0.84,0.85
8FEY_A.pdb,36,-1.36,0.6,0.59
2EHP_A.pdb,123,1.58,0.87,0.88
6TBZ_A.pdb,127,-0.78,0.74,0.84
7JX6_A.pdb,104,-0.08,0.79,0.87
8FNR_A.pdb,110,-0.72,0.75,0.9
1GS9_A.pdb,144,0.46,0.8,0.88
4QBN_A.pdb,93,2.44,0.93,0.87
4XRM_A.pdb,59,1.18,0.88,0.8
4X5P_A.pdb,158,1.41,0.85,0.88
5EL3_A.pdb,104,1.16,0.85,0.85
4XAH_A.pdb,176,0.01,0.78,0.88
3DXS_X.pdb,74,0.16,0.81,0.91
7EKZ_A.pdb,165,-0.58,0.75,0.92
2NSA_A.pdb,165,3.22,0.93,0.78
6IWD_B.pdb,49,-0.94,0.67,0.71
5XUN_A.pdb,170,-1.09,0.73,0.89
4DAM_A.pdb,113,-0.19,0.78,0.83
2IU5_A.pdb,180,-0.42,0.76,0.87
4WSF_A.pdb,111,-0.26,0.77,0.88
4PIB_B.pdb,174,0.71,0.81,0.9
6BTC_A.pdb,84,-0.62,0.76,0.86
4WDC_A.pdb,177,0.89,0.82,0.85
1DEC_A.pdb,39,-0.16,0.74,0.88
5XBD_A.pdb,35,-1.54,0.58,0.86
3FFV_A.pdb,181,0.18,0.79,0.93
5I86_A.pdb,115,0.93,0.84,0.86
3H5I_A.pdb,125,0.61,0.82,0.86
3FIA_A.pdb,94,0.98,0.85,0.79
3MCB_B.pdb,58,0.36,0.82,0.8
2CXC_A.pdb,138,1.45,0.86,0.92
7TCY_A.pdb,77,0.68,0.84,0.82
1I3J_A.pdb,96,-0.78,0.75,0.87
5YSI_A.pdb,143,0.85,0.83,0.84
6R4Z_A.pdb,198,-0.15,0.77,0.91
5FC9_A.pdb,95,0.27,0.81,0.87
2PV2_A.pdb,103,2.02,0.9,0.88
2CE2_X.pdb,166,1.5,0.85,0.89
3DL3_A.pdb,95,-0.18,0.78,0.91
8EVK_A.pdb,115,-0.6,0.75,0.89
4Z8E_A.pdb,59,-0.11,0.78,0.77
2Q2G_A.pdb,174,2.07,0.87,0.86
8I2F_A.pdb,153,1.16,0.84,0.88
4FAK_A.pdb,163,1.04,0.83,0.89
4OT1_A.pdb,113,-1.7,0.7,0.84
1N7F_A.pdb,86,1.9,0.91,0.93
5TPV_A.pdb,135,-0.13,0.78,0.93
7BFK_A.pdb,125,-1.03,0.73,0.87
2QIY_C.pdb,25,0.66,0.84,0.72
5AQ0_A.pdb,81,0.83,0.85,0.92
2C41_A.pdb,155,0.05,0.78,0.92
1Y0H_A.pdb,101,-0.5,0.77,0.89
1WCU_A.pdb,149,-0.02,0.78,0.94
2M2R_A.pdb,33,-1.08,0.63,0.77
1BYF_A.pdb,123,-0.8,0.74,0.93
7KPD_A.pdb,29,0.27,0.79,0.74
1LMM_A.pdb,40,-3.47,0.35,0.57
2RD9_A.pdb,186,-1.1,0.74,0.82
1OH4_A.pdb,174,0.37,0.8,0.93
2GA1_A.pdb,101,1.28,0.86,0.85
3BPJ_A.pdb,70,-1.12,0.72,0.76
3LD7_A.pdb,85,0.65,0.84,0.82
8AMH_A.pdb,123,1.5,0.86,0.86
1F35_A.pdb,157,-0.07,0.78,0.77
3F1T_A.pdb,132,-0.28,0.77,0.86
3MQI_A.pdb,90,0.58,0.83,0.88
6BLK_B.pdb,154,1.26,0.84,0.93
6XCU_A.pdb,39,-0.22,0.73,0.69
8B2F_A.pdb,74,-0.33,0.78,0.95
3UID_A.pdb,163,1.19,0.83,0.89
5W5C_E.pdb,25,0.45,0.81,0.85
6DM4_A.pdb,119,0.29,0.8,0.88
3D0J_A.pdb,133,-0.22,0.77,0.85
1ZLC_A.pdb,18,-0.59,0.69,0.65
6IE6_A.pdb,150,0.08,0.78,0.91
8E5D_A.pdb,136,1.19,0.84,0.93
7Y8I_E.pdb,97,-0.11,0.79,0.84
4GCN_A.pdb,127,0.37,0.8,0.86
