model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
7KCG_A.pdb,143,-1.78,0.69,0.94
2ZQO_A.pdb,130,-0.02,0.78,0.9
3A4C_A.pdb,106,-0.35,0.77,0.76
8FF9_A.pdb,155,-0.46,0.76,0.9
7UI2_A.pdb,124,-0.6,0.75,0.81
1GMX_A.pdb,107,0.53,0.82,0.88
6JHW_A.pdb,116,-1.17,0.72,0.79
3TOW_A.pdb,152,-0.16,0.77,0.83
6FPQ_A.pdb,174,1.01,0.83,0.91
1S3C_A.pdb,138,1.54,0.86,0.91
3NFQ_A.pdb,145,0.87,0.83,0.85
4G7V_S.pdb,136,-2.98,0.62,0.77
6D8S_A.pdb,31,-0.22,0.73,0.72
7KJQ_A.pdb,140,1.08,0.84,0.88
8JMQ_B.pdb,171,0.88,0.82,0.94
6IUF_A.pdb,96,0.66,0.83,0.9
2RLK_A.pdb,36,-1.02,0.64,0.59
6X6F_A.pdb,84,0.92,0.85,0.9
5J1N_A.pdb,171,-0.17,0.77,0.8
8BAU_A.pdb,189,0.72,0.81,0.93
5HY6_A.pdb,141,-1.24,0.72,0.76
3VA9_A.pdb,127,0.61,0.82,0.89
4BDX_A.pdb,83,-1.34,0.71,0.87
1FTP_A.pdb,133,0.42,0.8,0.87
2V6S_A.pdb,102,-0.06,0.79,0.93
6K06_A.pdb,26,-0.36,0.72,0.72
3FX7_A.pdb,84,0.61,0.83,0.82
2YXD_A.pdb,177,-0.39,0.76,0.89
1O5U_A.pdb,88,1.8,0.9,0.8
7WKO_A.pdb,174,-3.58,0.62,0.76
5UWC_I.pdb,112,-2.07,0.68,0.79
3OC8_A.pdb,134,0.53,0.81,0.85
5XQZ_C.pdb,65,0.66,0.84,0.65
1ORU_A.pdb,176,1.32,0.84,0.87
1XC0_A.pdb,33,-4.67,0.21,0.4
5YAD_A.pdb,72,-0.2,0.78,0.88
2CAY_A.pdb,132,0.87,0.83,0.92
8B97_A.pdb,151,0.27,0.79,0.94
6ZPM_A.pdb,103,3.44,0.97,0.86
6HCI_A.pdb,97,0.56,0.82,0.87
3MD1_A.pdb,82,0.4,0.82,0.87
1Z94_B.pdb,141,0.86,0.83,0.86
6DG6_A.pdb,100,1.21,0.86,0.82
4AGK_A.pdb,152,1.28,0.84,0.8
4QY7_A.pdb,91,-0.1,0.79,0.76
7CSL_C.pdb,88,1.16,0.87,0.83
4KRW_A.pdb,67,0.31,0.82,0.79
4QM9_A.pdb,154,0.05,0.78,0.92
2W0I_A.pdb,135,0.16,0.79,0.91
1FJR_A.pdb,188,-0.41,0.76,0.86
7UR2_B.pdb,174,0.52,0.8,0.89
3I38_A.pdb,102,1.22,0.85,0.84
2NN5_A.pdb,169,-0.65,0.75,0.89
1VIA_A.pdb,159,0.0,0.78,0.84
2XNQ_A.pdb,78,-0.47,0.76,0.7
3NJC_A.pdb,146,-0.44,0.76,0.79
1NO1_A.pdb,65,-0.43,0.77,0.87
5KI9_A.pdb,40,-1.33,0.6,0.78
4LUQ_C.pdb,123,1.36,0.86,0.9
5O33_B.pdb,179,-1.27,0.73,0.86
3DM3_A.pdb,98,1.55,0.88,0.9
2EJX_A.pdb,134,0.71,0.82,0.83
3CSP_A.pdb,121,-0.84,0.74,0.86
5XGA_A.pdb,118,0.83,0.83,0.92
3FF2_A.pdb,113,-0.57,0.76,0.86
6UVI_A.pdb,152,-0.95,0.73,0.86
7F8F_A.pdb,80,0.92,0.86,0.9
6G4U_A.pdb,24,-1.07,0.63,0.43
6A58_A.pdb,116,-0.6,0.75,0.73
4JPN_A.pdb,75,1.05,0.87,0.87
1PVM_A.pdb,178,0.88,0.82,0.9
6TXI_A.pdb,164,1.32,0.84,0.87
2OQB_A.pdb,108,-0.41,0.77,0.81
1T1V_A.pdb,93,0.47,0.82,0.81
7W3E_J.pdb,57,-1.44,0.67,0.71
2O6P_A.pdb,123,0.03,0.79,0.85
5ZX1_A.pdb,84,0.43,0.82,0.88
5AEJ_A.pdb,114,-0.22,0.77,0.75
4QTP_A.pdb,116,0.07,0.79,0.9
1NWW_A.pdb,145,0.57,0.81,0.87
4B6W_A.pdb,83,-1.63,0.69,0.82
5V89_A.pdb,190,0.39,0.8,0.91
3UI4_A.pdb,101,0.99,0.84,0.8
3B84_A.pdb,113,0.16,0.8,0.89
1SRA_A.pdb,151,-0.44,0.76,0.84
2J6P_A.pdb,145,0.53,0.81,0.87
2MCW_A.pdb,22,-1.62,0.57,0.65
1KT6_A.pdb,175,0.73,0.81,0.89
3JQW_A.pdb,117,1.35,0.86,0.94
2IRF_G.pdb,109,-0.56,0.76,0.78
2WCJ_A.pdb,141,-0.72,0.74,0.88
6S3Y_A.pdb,135,0.34,0.8,0.86
2IAZ_B.pdb,110,-1.48,0.71,0.8
2QPZ_A.pdb,103,-1.03,0.74,0.85
6LW3_A.pdb,153,0.3,0.79,0.9
6XCR_A.pdb,39,-0.62,0.69,0.66
3KTB_A.pdb,102,1.51,0.87,0.9
8I34_A.pdb,175,0.42,0.8,0.86
7DE9_A.pdb,57,0.79,0.86,0.78
2WKB_C.pdb,115,-1.56,0.7,0.82
1V8H_A.pdb,106,2.39,0.92,0.83
2J2Z_B.pdb,150,-0.8,0.74,0.93
4IZX_A.pdb,139,0.79,0.82,0.92
1ZE3_H.pdb,122,-0.09,0.78,0.83
8J1I_H.pdb,67,-0.28,0.78,0.86
8AD2_A.pdb,165,0.14,0.79,0.85
2VNG_A.pdb,171,0.93,0.82,0.88
2F62_A.pdb,151,0.63,0.81,0.83
1WKA_A.pdb,143,1.74,0.87,0.89
4F55_A.pdb,128,0.66,0.82,0.92
3FWZ_A.pdb,137,0.69,0.82,0.87
1YZ2_A.pdb,26,-2.09,0.52,0.62
2F9F_A.pdb,163,1.25,0.84,0.9
3ASL_A.pdb,68,-0.1,0.79,0.81
4ZYL_A.pdb,143,-0.04,0.78,0.93
2QWZ_A.pdb,138,-1.62,0.7,0.87
6M7A_C.pdb,36,1.47,0.93,0.7
3QJG_A.pdb,171,-0.76,0.75,0.93
5UQP_A.pdb,110,0.24,0.8,0.88
6H8O_A.pdb,95,0.03,0.79,0.84
4HRO_A.pdb,87,0.4,0.82,0.78
4F4S_A.pdb,73,-2.67,0.62,0.69
1XVS_A.pdb,120,0.5,0.81,0.9
3C1D_B.pdb,154,2.13,0.89,0.84
7KIH_A.pdb,88,1.04,0.86,0.89
6L0V_A.pdb,61,-0.2,0.78,0.9
5M1P_A.pdb,187,0.54,0.8,0.89
3LF5_A.pdb,87,0.28,0.81,0.92
2JPM_A.pdb,35,-1.88,0.54,0.49
4A49_A.pdb,76,-0.93,0.73,0.85
4ZVC_A.pdb,116,0.32,0.8,0.88
2Z69_B.pdb,150,-0.84,0.74,0.78
7EF0_A.pdb,147,-1.18,0.72,0.84
3LB2_A.pdb,137,0.19,0.79,0.85
5SV2_A.pdb,135,-0.6,0.75,0.92
3F5H_A.pdb,54,1.33,0.91,0.86
3WP0_A.pdb,181,1.61,0.85,0.87
7RJ3_A.pdb,105,1.82,0.89,0.84
3F7X_A.pdb,127,-0.22,0.77,0.85
7BYW_A.pdb,108,0.21,0.8,0.89
1A13_A.pdb,14,-3.37,0.36,0.33
7Y4A_B.pdb,82,0.1,0.8,0.84
5D9E_A.pdb,19,1.42,0.93,0.44
5ZBY_A.pdb,156,2.09,0.88,0.92
2BAY_A.pdb,56,1.16,0.89,0.85
6W2G_A.pdb,49,-0.01,0.78,0.77
5BWD_C.pdb,39,0.26,0.79,0.91
1PSR_A.pdb,100,0.47,0.82,0.86
6B1K_A.pdb,114,0.58,0.82,0.93
2QYA_A.pdb,115,1.46,0.86,0.87
2Y6X_A.pdb,109,1.96,0.89,0.81
2XGV_A.pdb,133,-0.19,0.77,0.95
4NZG_A.pdb,93,0.46,0.82,0.94
7DU7_A.pdb,86,1.0,0.85,0.87
4F2F_A.pdb,100,0.23,0.8,0.87
3F8X_A.pdb,127,-0.13,0.78,0.85
8E4F_A.pdb,181,0.23,0.79,0.93
4Z9H_A.pdb,165,-1.54,0.71,0.81
6L2U_A.pdb,103,0.34,0.81,0.88
8IW0_A.pdb,84,0.94,0.85,0.81
1BM9_A.pdb,120,-1.53,0.7,0.74
4UAP_A.pdb,150,-0.06,0.78,0.87
3O3Y_A.pdb,28,-3.05,0.4,0.35
2D4G_A.pdb,165,-1.82,0.7,0.87
1XEO_A.pdb,165,1.04,0.83,0.88
7K9C_A.pdb,97,0.01,0.79,0.86
5I8F_A.pdb,164,1.38,0.84,0.89
6OAU_C.pdb,81,-0.78,0.74,0.89
5HKI_A.pdb,175,0.59,0.81,0.88
3EFA_A.pdb,143,-0.3,0.77,0.89
4M3L_A.pdb,60,2.6,0.99,0.84
1TUK_A.pdb,67,-0.01,0.8,0.73
4XJY_B.pdb,146,0.13,0.79,0.87
2D4P_A.pdb,130,1.32,0.85,0.92
3SFJ_A.pdb,103,1.48,0.87,0.89
2XOM_A.pdb,145,2.51,0.91,0.9
6O0W_A.pdb,169,-0.3,0.77,0.89
2CVE_A.pdb,190,0.4,0.8,0.86
7BYE_B.pdb,108,0.72,0.83,0.93
6CKO_A.pdb,66,1.77,0.92,0.8
6VZ0_A.pdb,74,-0.38,0.77,0.79
2WTP_A.pdb,93,0.87,0.84,0.89
2W1R_A.pdb,117,0.6,0.82,0.88
4FC3_E.pdb,144,0.83,0.82,0.81
4MYY_B.pdb,84,2.33,0.94,0.82
1CNL_A.pdb,12,2.02,1.0,0.95
3GZR_A.pdb,140,-0.21,0.77,0.91
7F90_E.pdb,10,-1.3,0.61,0.0
6TOP_B.pdb,150,-0.04,0.78,0.86
4BG7_A.pdb,98,-0.05,0.79,0.83
1YNB_A.pdb,167,0.13,0.79,0.91
7D2G_A.pdb,50,1.13,0.91,0.8
3N10_A.pdb,176,-0.03,0.78,0.86
1SFX_A.pdb,106,0.51,0.82,0.87
6HQ2_A.pdb,108,-0.43,0.77,0.84
2QSK_A.pdb,95,1.87,0.9,0.78
2Q9K_A.pdb,145,-0.23,0.77,0.88
8H1A_A.pdb,192,-0.63,0.76,0.86
5F3M_A.pdb,118,1.05,0.84,0.93
5MXY_A.pdb,83,0.71,0.84,0.9
5Y5E_A.pdb,121,0.07,0.79,0.95
6LUI_A.pdb,70,1.49,0.89,0.91
3JU3_A.pdb,113,0.77,0.83,0.86
3I57_A.pdb,184,-0.32,0.77,0.87
4IAB_A.pdb,138,0.31,0.8,0.79
7KIZ_A.pdb,197,1.02,0.82,0.86
3JXO_A.pdb,84,1.14,0.87,0.86
5OOO_A.pdb,166,-0.31,0.77,0.93
4KMC_A.pdb,79,0.7,0.84,0.78
3QL9_A.pdb,125,-0.65,0.75,0.85
1ULY_A.pdb,185,0.74,0.81,0.83
2FJC_A.pdb,151,-1.4,0.71,0.86
1JJ2_Z.pdb,56,0.22,0.81,0.87
6GYG_A.pdb,59,0.11,0.8,0.82
1X8D_A.pdb,104,0.15,0.8,0.91
4XCH_A.pdb,149,0.25,0.79,0.92
3F75_P.pdb,75,-0.65,0.75,0.89
5B08_A.pdb,100,-0.87,0.75,0.83
4X9U_B.pdb,143,-0.19,0.77,0.87
4QP5_A.pdb,134,1.25,0.85,0.86
4LSD_A.pdb,96,0.25,0.81,0.84
7BMY_A.pdb,115,1.34,0.86,0.87
7OKW_A.pdb,97,0.32,0.81,0.8
2C7N_A.pdb,56,1.8,0.95,0.76
1SAU_A.pdb,114,2.92,0.94,0.87
1TU3_F.pdb,46,1.11,0.91,0.81
2MAA_A.pdb,13,-2.22,0.5,0.39
1T4A_A.pdb,76,-0.71,0.75,0.76
2MM5_A.pdb,30,-1.42,0.59,0.55
3IX0_B.pdb,94,0.2,0.8,0.85
5YHR_A.pdb,90,-0.89,0.74,0.77
1WQE_A.pdb,23,0.62,0.83,0.75
2W9H_A.pdb,158,0.95,0.83,0.88
5F74_B.pdb,20,-0.31,0.72,0.46
3BWZ_A.pdb,171,0.11,0.79,0.84
6R3W_A.pdb,161,1.5,0.85,0.88
6PFJ_T.pdb,149,-0.05,0.78,0.85
3HDV_A.pdb,117,0.54,0.82,0.78
3KDF_A.pdb,110,0.2,0.8,0.85
4B62_A.pdb,143,0.13,0.79,0.86
1L5P_A.pdb,93,-0.75,0.75,0.87
5I55_A.pdb,21,0.98,0.88,0.77
3Q63_A.pdb,129,1.15,0.84,0.85
5NMO_B.pdb,136,1.42,0.86,0.87
6BDE_A.pdb,185,0.02,0.78,0.89
4Y6I_A.pdb,103,0.54,0.82,0.87
6SIR_A.pdb,182,1.16,0.83,0.92
2HYT_A.pdb,188,0.86,0.82,0.82
2W1S_A.pdb,138,-0.29,0.77,0.88
6D9P_A.pdb,31,-0.0,0.76,0.74
5UI7_A.pdb,19,-3.02,0.41,0.26
8I2D_A.pdb,115,0.3,0.8,0.85
4R6R_A.pdb,133,1.6,0.87,0.94
1V76_A.pdb,92,0.76,0.84,0.82
5CIV_A.pdb,166,-0.68,0.75,0.9
1J27_A.pdb,98,0.2,0.8,0.84
5DPO_A.pdb,101,1.21,0.86,0.75
6A5D_A.pdb,93,-0.17,0.78,0.9
6PW7_A.pdb,157,0.25,0.79,0.87
6BKV_A.pdb,108,0.29,0.81,0.9
1QDD_A.pdb,144,-0.41,0.76,0.86
3MTQ_A.pdb,138,-1.21,0.72,0.85
5SYA_A.pdb,185,1.83,0.86,0.88
1TS9_A.pdb,93,0.41,0.82,0.75
3HZ8_A.pdb,192,0.21,0.79,0.87
2LDS_A.pdb,36,-4.89,0.18,0.61
3D0W_A.pdb,85,-0.58,0.76,0.88
3DNS_A.pdb,126,-0.71,0.75,0.86
2NCX_A.pdb,24,-1.17,0.62,0.6
6LUJ_A.pdb,66,-0.55,0.76,0.88
5IQN_A.pdb,132,0.85,0.83,0.88
1X6I_A.pdb,89,-0.65,0.75,0.85
7CC9_A.pdb,163,-0.16,0.77,0.91
6KXT_A.pdb,144,-0.7,0.75,0.84
2QFE_A.pdb,139,1.42,0.86,0.85
6NFR_A.pdb,97,-0.28,0.78,0.85
7X8V_A.pdb,185,-0.77,0.75,0.91
2HLQ_A.pdb,100,-0.32,0.78,0.76
5JZE_A.pdb,159,-0.76,0.74,0.92
2D8D_A.pdb,80,2.93,0.99,0.85
7S3E_A.pdb,17,-1.76,0.55,0.52
6KA3_A.pdb,151,0.63,0.81,0.87
1TWU_A.pdb,137,-0.55,0.75,0.94
3LYY_A.pdb,101,-0.4,0.77,0.86
3HEB_A.pdb,139,0.36,0.8,0.89
3D4E_A.pdb,160,0.23,0.79,0.85
7SMG_A.pdb,139,-0.26,0.77,0.86
6ITU_A.pdb,146,0.77,0.82,0.86
6BSX_A.pdb,170,-0.01,0.78,0.87
4ONM_A.pdb,140,0.87,0.83,0.9
3PMC_A.pdb,132,0.11,0.79,0.84
4R5R_A.pdb,68,0.51,0.83,0.73
3K2Y_A.pdb,103,-3.0,0.64,0.79
4USO_A.pdb,136,1.04,0.84,0.89
4RSU_A.pdb,149,-0.19,0.77,0.83
3HMS_A.pdb,91,-0.78,0.75,0.83
7CN7_C.pdb,75,0.25,0.81,0.94
4GA2_A.pdb,144,0.96,0.83,0.83
4GJ4_A.pdb,113,0.58,0.82,0.69
6IQC_A.pdb,103,2.98,0.95,0.85
1WOL_A.pdb,122,0.67,0.82,0.86
2IWP_B.pdb,106,0.8,0.83,0.87
6NDT_B.pdb,176,1.2,0.83,0.85
5CX2_C.pdb,49,1.53,0.96,0.85
2EEN_A.pdb,177,0.78,0.81,0.87
3SJM_A.pdb,55,1.01,0.87,0.76
5KGY_A.pdb,21,-0.61,0.69,0.53
3LLZ_B.pdb,14,-1.27,0.61,0.26
3IRA_A.pdb,172,0.7,0.81,0.94
6KBR_C.pdb,55,-0.7,0.73,0.73
3IXS_A.pdb,111,0.01,0.79,0.82
2JKU_A.pdb,35,0.71,0.85,0.77
5VSN_A.pdb,169,-0.09,0.78,0.78
4XAL_A.pdb,90,-0.42,0.77,0.84
8A9O_B.pdb,148,-0.52,0.76,0.89
8GSY_A.pdb,126,1.47,0.86,0.88
3P8B_B.pdb,147,1.02,0.83,0.89
4WTX_A.pdb,97,0.68,0.83,0.88
3RO3_A.pdb,159,-0.45,0.76,0.9
2E6X_A.pdb,66,2.05,0.94,0.88
1XTE_A.pdb,116,0.05,0.79,0.87
4DEY_B.pdb,29,1.21,0.9,0.74
2WCB_A.pdb,92,-0.01,0.79,0.76
8AVH_A.pdb,106,-0.43,0.77,0.9
7RZB_A.pdb,138,0.06,0.78,0.94
3LW3_A.pdb,121,-1.58,0.7,0.9
2QS7_A.pdb,130,0.25,0.8,0.8
7S5A_A.pdb,73,0.12,0.81,0.73
3VWC_A.pdb,146,1.53,0.86,0.89
5ABR_A.pdb,104,-0.09,0.79,0.92
3GWN_A.pdb,113,-1.66,0.7,0.87
5QI0_A.pdb,182,0.85,0.82,0.9
4ZV0_B.pdb,93,0.3,0.81,0.82
4XUR_A.pdb,161,-0.21,0.77,0.94
3FK9_A.pdb,153,1.14,0.84,0.94
1TC3_C.pdb,51,-0.71,0.72,0.81
1KNM_A.pdb,129,-1.06,0.73,0.88
4NOA_A.pdb,107,0.87,0.84,0.92
4X9Z_A.pdb,49,-0.68,0.7,0.73
3FUY_A.pdb,153,-0.93,0.73,0.88
4ROJ_A.pdb,103,-1.85,0.7,0.85
3S9X_A.pdb,156,0.85,0.82,0.87
6FC1_B.pdb,64,-1.2,0.71,0.61
4LZL_A.pdb,123,1.03,0.84,0.91
7RMQ_A.pdb,30,-0.15,0.74,0.67
2OU3_A.pdb,156,0.17,0.79,0.92
3M03_A.pdb,93,-0.11,0.79,0.79
5L73_A.pdb,174,-1.09,0.73,0.89
7D2A_A.pdb,129,0.16,0.79,0.95
7CCE_A.pdb,159,-0.62,0.75,0.91
3Q6A_B.pdb,132,-0.98,0.73,0.87
5GPY_B.pdb,101,2.48,0.92,0.7
7JGU_A.pdb,90,0.98,0.85,0.9
2JBA_A.pdb,125,1.0,0.84,0.86
5V1Y_A.pdb,114,-0.15,0.78,0.84
1M4I_A.pdb,181,0.33,0.8,0.84
4HQE_A.pdb,105,-0.57,0.76,0.82
1IQ6_A.pdb,132,-0.0,0.78,0.9
5XTA_A.pdb,116,0.25,0.8,0.88
4DN9_A.pdb,95,0.09,0.8,0.85
5T4R_A.pdb,35,-1.22,0.62,0.65
3R6A_A.pdb,115,0.6,0.82,0.91
4A3Z_A.pdb,133,-0.14,0.77,0.91
3KT9_A.pdb,102,-0.31,0.78,0.91
4RCM_A.pdb,164,-1.56,0.71,0.84
2AP7_A.pdb,20,-1.65,0.57,0.6
1REG_X.pdb,122,-0.97,0.73,0.86
2RBB_A.pdb,126,-0.56,0.75,0.89
3JSJ_A.pdb,181,1.18,0.83,0.87
3PAS_A.pdb,187,0.4,0.8,0.87
3BVF_A.pdb,172,0.59,0.81,0.86
4IQH_A.pdb,128,0.38,0.8,0.81
3BJA_A.pdb,132,-0.98,0.73,0.78
6YGQ_A.pdb,121,0.09,0.79,0.88
6K6R_A.pdb,122,0.88,0.83,0.89
8EB5_A.pdb,74,-1.07,0.73,0.8
3IP0_A.pdb,158,0.72,0.81,0.84
8G4Y_A.pdb,155,0.64,0.81,0.81
2FE1_A.pdb,130,0.99,0.84,0.87
8T66_B.pdb,155,0.75,0.82,0.76
4ERR_A.pdb,82,0.28,0.81,0.73
