model_name,protein_size,qmean4_zscore,qmean4_norm,qmeandisco
4ACI_A.pdb,176,1.48,0.84,0.9
1FC3_A.pdb,118,-0.39,0.76,0.83
2BSJ_A.pdb,128,0.44,0.81,0.84
2W6A_B.pdb,56,1.43,0.92,0.88
3ZSJ_A.pdb,138,1.12,0.84,0.89
8HQL_A.pdb,122,-1.37,0.71,0.82
6G4K_A.pdb,24,-0.62,0.69,0.36
5Z11_A.pdb,104,-1.04,0.74,0.86
5V8Z_A.pdb,97,0.39,0.82,0.81
4Z3G_A.pdb,198,0.63,0.8,0.89
6LE1_A.pdb,87,-0.77,0.75,0.71
5NOD_A.pdb,75,1.18,0.87,0.82
5VJI_A.pdb,46,1.51,0.96,0.78
4NK2_A.pdb,164,-0.03,0.78,0.91
3PH9_A.pdb,133,-0.81,0.74,0.77
4CT0_B.pdb,96,-1.4,0.72,0.62
1MQV_A.pdb,123,0.21,0.8,0.88
5U0I_A.pdb,90,0.13,0.8,0.85
7T9X_A.pdb,73,0.42,0.83,0.92
4ZY7_A.pdb,119,1.63,0.87,0.91
6MIC_A.pdb,164,-0.24,0.77,0.81
3NRL_A.pdb,67,-0.79,0.74,0.85
2O9S_A.pdb,67,0.23,0.81,0.81
4AK8_A.pdb,130,-0.1,0.78,0.91
4L1P_B.pdb,132,0.14,0.79,0.85
5MDT_A.pdb,152,0.27,0.79,0.91
6YA2_A.pdb,188,-0.24,0.77,0.88
8SXS_A.pdb,126,0.26,0.8,0.9
2QL2_B.pdb,59,-1.46,0.68,0.86
7ANI_B.pdb,179,0.34,0.8,0.87
4ESB_A.pdb,103,-0.81,0.75,0.84
6GQZ_A.pdb,174,0.54,0.8,0.85
4EJU_A.pdb,149,-1.14,0.73,0.8
2XGG_A.pdb,147,-0.27,0.77,0.89
6TWG_A.pdb,13,0.84,0.86,0.83
3HTU_A.pdb,75,-0.89,0.74,0.84
8J64_B.pdb,49,-0.91,0.68,0.85
2MP9_A.pdb,12,-0.83,0.66,0.44
4EFH_B.pdb,20,0.81,0.86,0.85
3EMF_A.pdb,113,-2.32,0.67,0.69
3KF6_B.pdb,105,0.28,0.81,0.85
2QL8_A.pdb,138,0.34,0.8,0.92
1LMR_A.pdb,35,-2.63,0.45,0.83
3E9V_A.pdb,118,0.78,0.83,0.89
4L3U_A.pdb,122,0.99,0.84,0.9
1GO3_F.pdb,107,1.12,0.85,0.86
4JH2_A.pdb,138,-0.32,0.76,0.86
5Z51_A.pdb,158,-0.29,0.77,0.82
3CAO_A.pdb,102,-0.31,0.78,0.91
6Y4E_A.pdb,133,0.62,0.82,0.89
6QJL_A.pdb,98,2.18,0.91,0.88
2OP5_A.pdb,110,-1.08,0.73,0.73
1Y0U_A.pdb,86,1.05,0.86,0.81
8PR6_A.pdb,78,-0.47,0.76,0.55
2ZW2_A.pdb,85,0.41,0.82,0.8
2GOM_A.pdb,61,0.92,0.86,0.83
6IC9_A.pdb,146,-0.07,0.78,0.88
6R1G_A.pdb,148,-0.14,0.77,0.93
4MT8_A.pdb,100,0.37,0.81,0.87
3NI8_A.pdb,140,-0.3,0.77,0.94
3SHP_A.pdb,164,-1.12,0.73,0.82
6C4V_A.pdb,81,0.98,0.86,0.86
2YWI_A.pdb,185,0.94,0.82,0.83
3PES_A.pdb,81,2.01,0.93,0.86
3MFB_A.pdb,145,1.0,0.83,0.89
4TSH_A.pdb,121,2.3,0.91,0.86
7EQC_B.pdb,101,1.68,0.88,0.81
3MMZ_A.pdb,162,1.37,0.84,0.93
3O0L_A.pdb,107,-1.07,0.73,0.87
3C19_A.pdb,177,0.05,0.78,0.82
4G6X_A.pdb,126,-0.17,0.77,0.92
4MGE_A.pdb,108,-0.34,0.77,0.87
4MNN_A.pdb,165,0.51,0.8,0.92
5KEF_A.pdb,144,0.38,0.8,0.94
3NZN_A.pdb,103,1.07,0.85,0.82
6P22_D.pdb,137,-0.22,0.77,0.9
4LL7_A.pdb,94,0.83,0.84,0.75
7P8D_A.pdb,139,0.32,0.8,0.84
3WZS_A.pdb,143,1.09,0.84,0.83
6N6R_B.pdb,68,2.91,1.0,0.77
2Y44_A.pdb,183,1.71,0.85,0.86
8GI4_A.pdb,95,0.97,0.85,0.84
4YMY_A.pdb,153,2.12,0.88,0.84
2BVU_A.pdb,123,-0.07,0.78,0.89
5JQF_A.pdb,21,-1.53,0.58,0.56
4YNL_A.pdb,77,-0.08,0.79,0.76
2FG1_A.pdb,152,0.64,0.81,0.91
8IH8_C.pdb,129,-0.17,0.77,0.9
4DRI_B.pdb,96,0.34,0.81,0.81
3HG9_A.pdb,119,-4.47,0.54,0.74
5X6V_G.pdb,132,-0.7,0.74,0.8
8GKO_A.pdb,95,0.79,0.84,0.84
5V5H_A.pdb,162,0.3,0.79,0.92
2PIE_A.pdb,132,0.61,0.82,0.86
2HD0_A.pdb,127,-0.71,0.75,0.78
1Y6X_A.pdb,86,-0.18,0.78,0.85
3D0F_A.pdb,104,1.65,0.88,0.72
3U1J_A.pdb,20,-2.71,0.44,0.46
6JVY_A.pdb,86,2.05,0.92,0.81
1YB0_A.pdb,157,-0.66,0.75,0.93
6HX0_A.pdb,137,-0.81,0.74,0.9
8C3T_A.pdb,56,0.56,0.84,0.89
2KTX_A.pdb,38,-0.97,0.65,0.67
3GEK_A.pdb,128,-1.57,0.7,0.79
5DBL_A.pdb,130,1.19,0.85,0.84
8FBE_A.pdb,143,-1.0,0.73,0.83
3G36_A.pdb,51,0.68,0.86,0.81
5F47_A.pdb,151,-0.17,0.77,0.87
6IMQ_A.pdb,49,-1.43,0.62,0.7
5Z8O_A.pdb,145,0.88,0.83,0.9
6MWS_A.pdb,108,1.92,0.89,0.85
7VVH_A.pdb,65,-1.15,0.72,0.65
3SXK_A.pdb,140,0.41,0.8,0.85
6QJA_A.pdb,157,-0.65,0.75,0.88
1J1V_A.pdb,92,-0.51,0.76,0.85
3OST_A.pdb,119,0.4,0.81,0.84
6UG4_A.pdb,91,0.0,0.79,0.74
3WIS_A.pdb,180,-0.54,0.76,0.93
6TRK_A.pdb,108,0.27,0.8,0.94
2LU9_A.pdb,31,-0.77,0.67,0.65
2IDL_A.pdb,113,1.0,0.84,0.86
4OCN_A.pdb,174,-0.84,0.74,0.81
2B1Y_A.pdb,98,-3.13,0.62,0.38
4AL0_A.pdb,146,-0.59,0.75,0.76
2W31_A.pdb,152,0.24,0.79,0.85
4HS1_A.pdb,84,0.36,0.82,0.86
3ZHN_A.pdb,131,-0.5,0.76,0.92
7AOO_A.pdb,168,0.04,0.78,0.92
3AK8_A.pdb,154,-0.34,0.76,0.88
1YQ5_A.pdb,142,-1.03,0.73,0.84
1J3M_A.pdb,127,1.04,0.84,0.92
5UH7_A.pdb,131,0.95,0.83,0.61
4WND_B.pdb,26,-1.87,0.54,0.65
2HIN_A.pdb,66,0.19,0.81,0.81
6AO7_A.pdb,153,0.13,0.79,0.91
6VCR_A.pdb,161,-0.15,0.77,0.87
3W1O_A.pdb,115,1.17,0.85,0.95
1ITH_A.pdb,141,-1.88,0.68,0.9
7QTW_A.pdb,146,-0.8,0.74,0.82
4B6M_A.pdb,80,1.59,0.9,0.89
2QOS_C.pdb,173,-0.16,0.77,0.88
7AK7_C.pdb,87,0.09,0.8,0.82
3FT1_A.pdb,100,0.4,0.81,0.86
5YS3_A.pdb,188,-1.65,0.71,0.83
6EXX_A.pdb,79,0.89,0.85,0.91
3RY4_A.pdb,170,0.88,0.82,0.86
3KZT_A.pdb,129,-0.16,0.77,0.86
5FW5_A.pdb,140,0.38,0.8,0.86
6QNN_B.pdb,19,-1.28,0.61,0.74
7EK6_A.pdb,50,0.05,0.79,0.77
6CT4_A.pdb,19,-1.0,0.64,0.6
1GUX_B.pdb,141,-1.39,0.71,0.82
2FQ4_A.pdb,183,0.67,0.81,0.83
6N7O_A.pdb,36,0.16,0.78,0.82
5O9J_A.pdb,182,0.34,0.8,0.86
1PDK_B.pdb,149,-0.83,0.74,0.82
5ITM_A.pdb,47,0.55,0.84,0.74
1DP5_B.pdb,31,0.17,0.78,0.84
1PI1_A.pdb,185,0.44,0.8,0.85
2H27_A.pdb,71,0.81,0.85,0.83
6QVF_A.pdb,171,2.1,0.87,0.95
5HOK_A.pdb,83,-1.06,0.73,0.84
1YGT_A.pdb,104,-0.96,0.74,0.78
1ROA_A.pdb,111,-1.25,0.72,0.9
8PI4_A.pdb,53,0.57,0.84,0.71
7M5I_A.pdb,160,0.54,0.81,0.93
3TQM_A.pdb,87,-0.2,0.78,0.86
1JI7_A.pdb,76,-0.34,0.77,0.82
4AVR_A.pdb,95,1.46,0.87,0.84
3FG9_A.pdb,154,0.83,0.82,0.86
1XYI_A.pdb,66,1.17,0.88,0.81
7AAH_A.pdb,147,-0.21,0.77,0.91
6Y04_A.pdb,182,0.74,0.81,0.91
1XX7_A.pdb,172,0.64,0.81,0.87
3K3V_A.pdb,79,0.01,0.79,0.69
7ENM_A.pdb,98,-0.99,0.74,0.86
3E8L_C.pdb,176,-0.76,0.75,0.87
5IG0_A.pdb,131,0.26,0.8,0.92
2V4X_A.pdb,129,-0.5,0.76,0.88
2R1I_A.pdb,154,-0.03,0.78,0.86
3ES4_A.pdb,112,0.65,0.82,0.89
7BHF_B.pdb,131,0.94,0.83,0.75
5TS9_A.pdb,164,0.11,0.79,0.92
4MNO_A.pdb,95,1.4,0.87,0.83
6VAG_A.pdb,74,-0.82,0.74,0.73
4O1W_A.pdb,79,-0.46,0.76,0.89
5H6X_A.pdb,94,0.52,0.82,0.78
8D04_A.pdb,66,-0.12,0.79,0.82
6J98_A.pdb,70,-0.21,0.78,0.86
6VJG_A.pdb,104,1.26,0.86,0.87
6I86_A.pdb,156,-0.4,0.76,0.85
5ELB_A.pdb,103,-1.31,0.72,0.85
5WID_A.pdb,144,0.69,0.82,0.89
4WCW_A.pdb,116,0.8,0.83,0.9
5I8T_A.pdb,179,1.11,0.83,0.86
7YIR_A.pdb,99,0.53,0.82,0.89
3AJI_B.pdb,73,-2.03,0.66,0.71
1QKK_A.pdb,140,1.4,0.85,0.87
7FDO_B.pdb,45,0.89,0.89,0.87
1RKI_A.pdb,101,0.62,0.82,0.88
3LUA_A.pdb,124,-0.95,0.73,0.84
6FM8_A.pdb,50,0.15,0.81,0.69
4XMH_A.pdb,185,0.38,0.8,0.95
4O0A_A.pdb,123,1.48,0.86,0.83
5AB8_A.pdb,117,0.21,0.8,0.86
3BFO_A.pdb,85,0.64,0.84,0.87
5DIK_A.pdb,112,-0.0,0.79,0.92
5COF_A.pdb,167,0.25,0.79,0.88
7TFM_A.pdb,142,0.52,0.81,0.9
3SUM_A.pdb,135,-1.21,0.72,0.91
1U53_A.pdb,193,0.56,0.8,0.92
8K3D_A.pdb,105,0.64,0.83,0.87
